date,station,pollutant,actual_value,expected_value,difference,percentage_difference,z_score,method,severity,is_anomaly
2012-12-07,Córdoba,NO2,53.5385,21.5417,31.9968,148.5342,2.4769,IQR,Moderate,True
2012-11-08,La Boca,NO2,52.375,19.3333,33.0417,170.9056,3.0733,IQR + Isolation Forest,High,True
2012-11-07,La Boca,NO2,55.3636,19.3333,36.0303,186.3639,3.3648,IQR + Isolation Forest,High,True
2012-11-06,La Boca,NO2,50.0417,19.3333,30.7084,158.8368,2.8457,IQR + Isolation Forest,High,True
2012-11-06,Centenario,PM10,50.2174,22.7848,27.4326,120.3992,1.861,IQR,Moderate,True
2012-11-02,Córdoba,NO2,48.8333,21.5417,27.2916,126.692,2.0846,IQR,Moderate,True
2012-10-20,Córdoba,NO2,72.125,21.5417,50.5833,234.8157,4.0266,IQR + Isolation Forest,Extreme,True
2012-10-20,Centenario,CO,1.5521,0.4821,1.07,221.9457,1.2748,IQR,Extreme,True
2012-10-20,La Boca,CO,1.0954,0.31,0.7854,253.3548,0.9251,IQR,Moderate,True
2012-10-20,La Boca,NO2,50.625,19.3333,31.2917,161.8539,2.9026,IQR,Moderate,True
2012-10-20,Córdoba,CO,1.2162,0.5531,0.6631,119.8879,0.864,IQR,Moderate,True
2012-10-20,Centenario,NO2,37.8333,17.4167,20.4166,117.2243,2.8409,IQR,Moderate,True
2012-10-18,Córdoba,NO2,55.8333,21.5417,34.2916,159.1871,2.6682,IQR,Moderate,True
2012-10-11,Córdoba,NO2,64.4444,21.5417,42.9027,199.1612,3.3862,IQR + Isolation Forest,High,True
2012-10-10,Córdoba,NO2,82.125,21.5417,60.5833,281.2373,4.8603,IQR + Isolation Forest,Extreme,True
2012-10-09,Córdoba,NO2,87.4167,21.5417,65.875,305.8022,5.3015,IQR + Isolation Forest,Extreme,True
2012-10-08,Córdoba,NO2,67.875,21.5417,46.3333,215.0866,3.6722,IQR + Isolation Forest,Extreme,True
2012-10-07,Córdoba,NO2,63.7917,21.5417,42.25,196.1312,3.3318,IQR + Isolation Forest,High,True
2012-10-06,Córdoba,NO2,88.5417,21.5417,67.0,311.0247,5.3953,IQR + Isolation Forest,Extreme,True
2012-10-05,Córdoba,NO2,67.75,21.5417,46.2083,214.5063,3.6618,IQR,Extreme,True
2012-10-04,Córdoba,NO2,66.2917,21.5417,44.75,207.7366,3.5402,IQR,High,True
2012-10-03,Córdoba,NO2,55.5833,21.5417,34.0416,158.0265,2.6474,IQR,Moderate,True
2012-09-22,La Boca,NO2,47.0,19.3333,27.6667,143.1039,2.549,Isolation Forest,Moderate,True
2012-09-02,La Boca,CO,0.9765,0.31,0.6665,215.0,0.7701,IQR,Moderate,True
2012-09-01,La Boca,NO2,50.875,19.3333,31.5417,163.147,2.927,IQR + Isolation Forest,High,True
2012-09-01,Centenario,NO2,40.5,17.4167,23.0833,132.5354,3.2265,IQR,High,True
2012-09-01,Córdoba,NO2,49.1667,21.5417,27.625,128.2396,2.1124,IQR,Moderate,True
2012-08-31,La Boca,NO2,53.9545,19.3333,34.6212,179.0755,3.2274,IQR + Isolation Forest,High,True
2012-08-31,Córdoba,NO2,50.0476,21.5417,28.5059,132.3289,2.1858,IQR,Moderate,True
2012-08-30,La Boca,NO2,50.0,19.3333,30.6667,158.6211,2.8416,IQR + Isolation Forest,High,True
2012-08-29,La Boca,NO2,47.7917,19.3333,28.4584,147.1989,2.6262,IQR + Isolation Forest,High,True
2012-08-28,La Boca,NO2,75.2083,19.3333,55.875,289.0091,5.3006,IQR + Isolation Forest,Extreme,True
2012-08-28,Córdoba,NO2,54.6667,21.5417,33.125,153.7715,2.571,IQR,Moderate,True
2012-08-27,La Boca,NO2,57.2917,19.3333,37.9584,196.3369,3.5529,IQR,High,True
2012-08-27,Córdoba,NO2,54.5417,21.5417,33.0,153.1913,2.5605,IQR,Moderate,True
2012-08-22,Córdoba,NO2,50.875,21.5417,29.3333,136.1698,2.2548,IQR,Moderate,True
2012-08-21,Córdoba,NO2,50.9583,21.5417,29.4166,136.5565,2.2618,IQR + Isolation Forest,High,True
2012-08-17,Córdoba,NO2,59.125,21.5417,37.5833,174.4677,2.9427,IQR + Isolation Forest,High,True
2012-08-16,Córdoba,NO2,66.625,21.5417,45.0833,209.2839,3.568,IQR + Isolation Forest,High,True
2012-08-15,Córdoba,NO2,83.5263,21.5417,61.9846,287.7424,4.9771,IQR + Isolation Forest,Extreme,True
2012-08-15,Córdoba,CO,1.345,0.5531,0.7919,143.1748,1.0481,IQR,Moderate,True
2012-08-15,Centenario,CO,1.1271,0.4821,0.645,133.7897,0.7335,IQR,Moderate,True
2012-08-14,Córdoba,NO2,51.5909,21.5417,30.0492,139.4932,2.3145,IQR,Moderate,True
2012-08-13,Córdoba,NO2,64.4583,21.5417,42.9166,199.2257,3.3873,IQR + Isolation Forest,High,True
2012-08-13,La Boca,NO2,47.9167,19.3333,28.5834,147.8454,2.6384,IQR + Isolation Forest,High,True
2012-08-13,Centenario,CO,1.1292,0.4821,0.6471,134.2253,0.7362,IQR,Moderate,True
2012-08-11,Córdoba,NO2,48.7083,21.5417,27.1666,126.1117,2.0742,IQR,Moderate,True
2012-08-10,Córdoba,NO2,56.625,21.5417,35.0833,162.8623,2.7342,IQR,Moderate,True
2012-08-10,Centenario,CO,1.1588,0.4821,0.6767,140.3651,0.7739,IQR,Moderate,True
2012-08-09,Córdoba,NO2,52.9167,21.5417,31.375,145.6477,2.4251,IQR,Moderate,True
2012-08-07,Córdoba,NO2,59.875,21.5417,38.3333,177.9493,3.0052,IQR + Isolation Forest,High,True
2012-08-06,Córdoba,NO2,67.5417,21.5417,46.0,213.5393,3.6444,IQR + Isolation Forest,Extreme,True
2012-08-05,Córdoba,NO2,67.3333,21.5417,45.7916,212.5719,3.627,IQR + Isolation Forest,Extreme,True
2012-08-04,Córdoba,NO2,77.9167,21.5417,56.375,261.7017,4.5094,IQR + Isolation Forest,Extreme,True
2012-08-03,Córdoba,NO2,72.5833,21.5417,51.0416,236.9432,4.0648,IQR + Isolation Forest,Extreme,True
2012-08-02,Córdoba,NO2,82.5385,21.5417,60.9968,283.1569,4.8948,IQR + Isolation Forest,Extreme,True
2012-08-02,Centenario,CO,1.1,0.4821,0.6179,128.1684,0.699,IQR,Moderate,True
2012-08-01,Córdoba,NO2,61.0,21.5417,39.4583,183.1717,3.099,IQR,High,True
2012-08-01,La Boca,NO2,48.6667,19.3333,29.3334,151.7247,2.7116,IQR + Isolation Forest,High,True
2012-07-30,Córdoba,NO2,72.2222,21.5417,50.6805,235.2669,4.0347,IQR + Isolation Forest,Extreme,True
2012-07-30,La Boca,NO2,46.2083,19.3333,26.875,139.0089,2.4718,Isolation Forest,Moderate,True
2012-07-29,Córdoba,NO2,51.3333,21.5417,29.7916,138.2973,2.293,IQR,Moderate,True
2012-07-29,La Boca,PM10,55.2083,25.0417,30.1666,120.4655,1.9067,IQR,Moderate,True
2012-07-28,La Boca,NO2,48.2083,19.3333,28.875,149.3537,2.6669,IQR + Isolation Forest,High,True
2012-07-27,La Boca,NO2,53.9583,19.3333,34.625,179.0951,3.2277,IQR + Isolation Forest,High,True
2012-07-27,Córdoba,NO2,54.4167,21.5417,32.875,152.611,2.5501,IQR,Moderate,True
2012-07-26,Centenario,PM10,89.5,22.7848,66.7152,292.8066,4.8168,IQR + Isolation Forest,Extreme,True
2012-07-26,Córdoba,NO2,61.2,21.5417,39.6583,184.1001,3.1157,IQR,High,True
2012-07-25,Centenario,PM10,67.5833,22.7848,44.7985,196.6164,3.1677,IQR + Isolation Forest,Extreme,True
2012-07-25,La Boca,NO2,56.4583,19.3333,37.125,192.0262,3.4716,IQR + Isolation Forest,High,True
2012-07-25,Córdoba,NO2,56.0833,21.5417,34.5416,160.3476,2.6891,IQR,Moderate,True
2012-07-24,Centenario,PM10,70.1667,22.7848,47.382,207.9547,3.3621,IQR + Isolation Forest,Extreme,True
2012-07-24,Córdoba,NO2,65.087,21.5417,43.5453,202.1442,3.4398,IQR,High,True
2012-07-24,Centenario,CO,1.2079,0.4821,0.7258,150.5497,0.8364,IQR,Moderate,True
2012-07-24,Córdoba,CO,1.2925,0.5531,0.7394,133.6829,0.973,IQR,Moderate,True
2012-07-23,Córdoba,NO2,57.3158,21.5417,35.7741,166.0691,2.7918,IQR,Moderate,True
2012-07-21,Centenario,PM10,83.2083,22.7848,60.4235,265.1929,4.3434,IQR + Isolation Forest,Extreme,True
2012-07-21,La Boca,PM10,68.9167,25.0417,43.875,175.2078,2.866,IQR,Moderate,True
2012-07-21,Centenario,CO,1.0438,0.4821,0.5617,116.5111,0.6274,IQR,Moderate,True
2012-07-20,Centenario,PM10,77.2917,22.7848,54.507,239.2256,3.8982,IQR + Isolation Forest,Extreme,True
2012-07-20,La Boca,NO2,47.5,19.3333,28.1667,145.6901,2.5978,IQR + Isolation Forest,High,True
2012-07-20,La Boca,PM10,69.0833,25.0417,44.0416,175.873,2.8777,IQR,Moderate,True
2012-07-20,Córdoba,NO2,58.8333,21.5417,37.2916,173.1135,2.9184,IQR,Moderate,True
2012-07-20,Centenario,CO,1.3112,0.4821,0.8291,171.9768,0.968,IQR,Moderate,True
2012-07-20,Córdoba,PM10,61.7917,23.9583,37.8334,157.9135,2.9449,IQR,Moderate,True
2012-07-20,Centenario,NO2,36.0417,17.4167,18.625,106.9376,2.5819,IQR,Moderate,True
2012-07-19,Centenario,PM10,77.125,22.7848,54.3402,238.4939,3.8857,IQR,Extreme,True
2012-07-19,La Boca,NO2,58.625,19.3333,39.2917,203.2333,3.683,IQR + Isolation Forest,High,True
2012-07-19,Centenario,CO,1.2312,0.4821,0.7491,155.3827,0.8661,IQR,Moderate,True
2012-07-19,La Boca,PM10,62.3333,25.0417,37.2916,148.918,2.4053,IQR,Moderate,True
2012-07-19,Córdoba,PM10,53.625,23.9583,29.6667,123.8264,2.272,IQR,Moderate,True
2012-07-18,Centenario,PM10,70.0833,22.7848,47.2985,207.5886,3.3558,IQR,Extreme,True
2012-07-18,La Boca,NO2,58.1667,19.3333,38.8334,200.8628,3.6383,IQR + Isolation Forest,High,True
2012-07-18,La Boca,CO,0.8979,0.31,0.5879,189.6452,0.6676,IQR,Moderate,True
2012-07-18,Centenario,CO,1.0842,0.4821,0.6021,124.8911,0.6789,IQR,Moderate,True
2012-07-17,La Boca,NO2,65.7083,19.3333,46.375,239.8711,4.3739,IQR + Isolation Forest,High,True
2012-07-17,La Boca,CO,1.0171,0.31,0.7071,228.0968,0.823,IQR,Moderate,True
2012-07-17,Centenario,CO,1.125,0.4821,0.6429,133.3541,0.7308,IQR,Moderate,True
2012-07-17,Centenario,PM10,49.5789,22.7848,26.7942,117.5969,1.813,IQR,Moderate,True
2012-07-17,Centenario,NO2,36.375,17.4167,18.9583,108.8513,2.6301,IQR,Moderate,True
2012-07-07,Centenario,PM10,50.875,22.7848,28.0902,123.2853,1.9105,IQR,Moderate,True
2012-07-06,Córdoba,NO2,71.2,21.5417,49.6583,230.5217,3.9494,IQR,Extreme,True
2012-07-06,Córdoba,CO,1.2475,0.5531,0.6944,125.5469,0.9087,IQR,Moderate,True
2012-07-04,Córdoba,NO2,79.75,21.5417,58.2083,270.2122,4.6623,IQR + Isolation Forest,Extreme,True
2012-07-04,Córdoba,CO,1.6245,0.5531,1.0714,193.7082,1.4476,IQR,Moderate,True
2012-07-03,Córdoba,NO2,68.9231,21.5417,47.3814,219.952,3.7596,IQR,Extreme,True
2012-07-02,Córdoba,NO2,56.6667,21.5417,35.125,163.0558,2.7377,IQR,Moderate,True
2012-06-29,Córdoba,NO2,64.0,21.5417,42.4583,197.0982,3.3491,IQR,High,True
2012-06-25,Córdoba,NO2,56.5,21.5417,34.9583,162.282,2.7238,IQR,Moderate,True
2012-06-22,Córdoba,NO2,57.6667,21.5417,36.125,167.698,2.8211,IQR,Moderate,True
2012-06-22,Centenario,PM10,48.5833,22.7848,25.7986,113.2273,1.7381,IQR,Moderate,True
2012-06-21,Córdoba,NO2,53.8462,21.5417,32.3045,149.9626,2.5026,IQR,Moderate,True
2012-06-20,Centenario,PM10,55.6667,22.7848,32.882,144.3156,2.2711,IQR,Moderate,True
2012-06-18,Córdoba,NO2,56.9167,21.5417,35.375,164.2164,2.7586,IQR,Moderate,True
2012-06-16,Córdoba,NO2,51.75,21.5417,30.2083,140.2317,2.3278,IQR,Moderate,True
2012-06-15,Córdoba,NO2,55.7917,21.5417,34.25,158.994,2.6648,IQR,Moderate,True
2012-06-14,Centenario,CO,1.6656,0.4821,1.1835,245.4885,1.4194,IQR,Extreme,True
2012-06-14,Córdoba,CO,1.8062,0.5531,1.2531,226.5594,1.7073,IQR,Extreme,True
2012-06-14,Centenario,PM10,58.5417,22.7848,35.757,156.9337,2.4874,IQR,Moderate,True
2012-06-14,Córdoba,NO2,52.9167,21.5417,31.375,145.6477,2.4251,IQR,Moderate,True
2012-06-14,Córdoba,PM10,48.125,23.9583,24.1667,100.8698,1.8189,IQR,Moderate,True
2012-06-13,Centenario,CO,1.4721,0.4821,0.99,205.3516,1.1729,IQR,Extreme,True
2012-06-11,Centenario,CO,1.3829,0.4821,0.9008,186.8492,1.0593,IQR,Extreme,True
2012-06-11,La Boca,CO,1.0725,0.31,0.7625,245.9677,0.8953,IQR,Moderate,True
2012-06-11,Córdoba,NO2,50.087,21.5417,28.5453,132.5118,2.1891,IQR,Moderate,True
2012-06-09,Centenario,PM10,56.2083,22.7848,33.4236,146.6926,2.3118,IQR,Moderate,True
2012-06-08,Córdoba,NO2,56.625,21.5417,35.0833,162.8623,2.7342,IQR,Moderate,True
2012-06-08,Centenario,PM10,55.1667,22.7848,32.382,142.1212,2.2334,IQR,Moderate,True
2012-06-04,Córdoba,NO2,48.3333,21.5417,26.7916,124.3709,2.0429,IQR,Moderate,True
2012-06-01,Centenario,PM10,54.2917,22.7848,31.507,138.2809,2.1676,IQR,Moderate,True
2012-05-31,Córdoba,NO2,64.125,21.5417,42.5833,197.6785,3.3595,IQR,High,True
2012-05-31,Centenario,PM10,52.7083,22.7848,29.9236,131.3315,2.0485,IQR,Moderate,True
2012-05-31,Centenario,CO,1.0354,0.4821,0.5533,114.7687,0.6167,IQR,Moderate,True
2012-05-25,Córdoba,NO2,48.7083,21.5417,27.1666,126.1117,2.0742,IQR,Moderate,True
2012-05-24,Córdoba,NO2,62.1,21.5417,40.5583,188.2781,3.1907,IQR,High,True
2012-05-23,Córdoba,CO,1.564,0.5531,1.0109,182.7698,1.3611,IQR,Moderate,True
2012-05-23,Córdoba,NO2,56.7692,21.5417,35.2275,163.5317,2.7463,IQR,Moderate,True
2012-05-23,Córdoba,PM10,49.5714,23.9583,25.6131,106.907,1.938,IQR,Moderate,True
2012-05-22,Córdoba,NO2,64.375,21.5417,42.8333,198.839,3.3804,IQR,High,True
2012-05-22,Córdoba,CO,1.4112,0.5531,0.8581,155.1437,1.1427,IQR,Moderate,True
2012-05-21,Córdoba,NO2,52.75,21.5417,31.2083,144.8739,2.4112,IQR,Moderate,True
2012-05-19,Córdoba,NO2,60.9583,21.5417,39.4166,182.9781,3.0955,IQR,High,True
2012-05-18,Córdoba,NO2,54.3333,21.5417,32.7916,152.2238,2.5432,IQR,Moderate,True
2012-05-15,Córdoba,NO2,65.6667,21.5417,44.125,204.8353,3.4881,IQR,High,True
2012-05-08,Centenario,CO,1.0042,0.4821,0.5221,108.297,0.577,IQR,Moderate,True
2012-05-05,Centenario,CO,1.4675,0.4821,0.9854,204.3974,1.1671,IQR,Extreme,True
2012-05-05,Centenario,PM10,53.0417,22.7848,30.257,132.7947,2.0736,IQR,Moderate,True
2012-04-25,Centenario,PM10,50.0417,22.7848,27.257,119.628,1.8478,IQR,Moderate,True
2012-04-24,Centenario,PM10,52.1667,22.7848,29.382,128.9545,2.0077,IQR + Isolation Forest,High,True
2012-04-21,Centenario,PM10,71.0417,22.7848,48.257,211.795,3.4279,IQR + Isolation Forest,Extreme,True
2012-04-20,Centenario,PM10,98.0,22.7848,75.2152,330.1122,5.4564,IQR + Isolation Forest,Extreme,True
2012-04-20,La Boca,PM10,106.5,25.0417,81.4583,325.2906,5.4963,IQR,Extreme,True
2012-04-20,Córdoba,PM10,51.5,23.9583,27.5417,114.9568,2.0969,IQR,Moderate,True
2012-04-12,Centenario,PM10,55.4167,22.7848,32.632,143.2184,2.2523,IQR,Moderate,True
2012-03-30,Centenario,PM10,57.4583,22.7848,34.6736,152.1788,2.4059,IQR,Moderate,True
2012-03-29,Centenario,PM10,56.7917,22.7848,34.007,149.2531,2.3557,IQR,Moderate,True
2012-03-28,La Boca,PM10,63.4167,25.0417,38.375,153.2444,2.4811,IQR,Moderate,True
2012-03-28,Centenario,PM10,47.5417,22.7848,24.757,108.6558,1.6597,IQR,Moderate,True
2012-03-24,Centenario,PM10,51.5417,22.7848,28.757,126.2114,1.9607,IQR,Moderate,True
2012-02-16,Centenario,PM10,49.125,22.7848,26.3402,115.6047,1.7789,IQR,Moderate,True
2012-01-11,La Boca,NO2,59.5714,19.3333,40.2381,208.1285,3.7753,IQR + Isolation Forest,High,True
2012-01-11,Centenario,PM10,50.2917,22.7848,27.507,120.7253,1.8666,IQR,Moderate,True
2012-01-09,La Boca,PM10,60.9,25.0417,35.8583,143.1944,2.305,IQR,Moderate,True
2011-12-16,Córdoba,CO,1.2317,0.5531,0.6786,122.6903,0.8861,IQR,Moderate,True
2011-11-29,La Boca,PM10,59.0417,25.0417,34.0,135.7735,2.175,IQR + Isolation Forest,High,True
2011-11-28,La Boca,PM10,82.2083,25.0417,57.1666,228.2856,3.7962,IQR + Isolation Forest,Extreme,True
2011-11-28,Centenario,PM10,54.625,22.7848,31.8402,139.7437,2.1927,IQR + Isolation Forest,High,True
2011-11-28,Córdoba,PM10,55.9583,23.9583,32.0,133.5654,2.4643,IQR + Isolation Forest,High,True
2011-11-27,La Boca,PM10,127.2083,25.0417,102.1666,407.9859,6.9455,IQR + Isolation Forest,Extreme,True
2011-11-27,Córdoba,PM10,119.0,23.9583,95.0417,396.6963,7.6584,IQR + Isolation Forest,Extreme,True
2011-11-27,Centenario,PM10,104.5417,22.7848,81.757,358.8231,5.9486,IQR + Isolation Forest,Extreme,True
2011-11-26,Centenario,PM10,117.7917,22.7848,95.007,416.976,6.9455,IQR + Isolation Forest,Extreme,True
2011-11-26,Córdoba,PM10,121.5833,23.9583,97.625,407.4788,7.8712,IQR + Isolation Forest,Extreme,True
2011-11-26,La Boca,PM10,115.4167,25.0417,90.375,360.898,6.1203,IQR + Isolation Forest,Extreme,True
2011-11-25,Centenario,PM10,65.5,22.7848,42.7152,187.473,3.011,IQR + Isolation Forest,Extreme,True
2011-11-25,Córdoba,PM10,60.75,23.9583,36.7917,153.5656,2.8591,IQR + Isolation Forest,High,True
2011-11-25,La Boca,PM10,61.8333,25.0417,36.7916,146.9213,2.3703,IQR + Isolation Forest,High,True
2011-11-24,Centenario,PM10,84.8333,22.7848,62.0485,272.3249,4.4657,IQR + Isolation Forest,Extreme,True
2011-11-24,Córdoba,PM10,78.375,23.9583,54.4167,227.1309,4.3112,IQR + Isolation Forest,Extreme,True
2011-11-24,La Boca,PM10,78.4167,25.0417,53.375,213.1445,3.5309,IQR + Isolation Forest,Extreme,True
2011-11-23,Centenario,PM10,109.125,22.7848,86.3402,378.9388,6.2934,IQR + Isolation Forest,Extreme,True
2011-11-23,Córdoba,PM10,111.875,23.9583,87.9167,366.9572,7.0713,IQR + Isolation Forest,Extreme,True
2011-11-23,La Boca,PM10,103.125,25.0417,78.0833,311.8131,5.2601,IQR + Isolation Forest,Extreme,True
2011-11-22,Centenario,PM10,169.8571,22.7848,147.0724,645.4859,10.8631,IQR + Isolation Forest,Extreme,True
2011-11-22,Córdoba,PM10,162.7083,23.9583,138.75,579.1312,11.2596,IQR + Isolation Forest,Extreme,True
2011-11-22,La Boca,PM10,142.0,25.0417,116.9583,467.0542,7.9807,IQR + Isolation Forest,Extreme,True
2011-11-16,Córdoba,PM10,61.4583,23.9583,37.5,156.522,2.9174,IQR,Moderate,True
2011-10-28,Centenario,PM10,59.2917,22.7848,36.507,160.2254,2.5438,IQR,Moderate,True
2011-10-28,Córdoba,PM10,48.25,23.9583,24.2917,101.3916,1.8292,IQR,Moderate,True
2011-10-17,Córdoba,PM10,164.125,23.9583,140.1667,585.0444,11.3763,IQR + Isolation Forest,Extreme,True
2011-10-17,La Boca,PM10,139.75,25.0417,114.7083,458.0691,7.8232,IQR + Isolation Forest,Extreme,True
2011-10-17,Centenario,PM10,119.8333,22.7848,97.0485,425.9364,7.0992,IQR + Isolation Forest,Extreme,True
2011-10-16,Córdoba,PM10,132.5,23.9583,108.5417,453.0442,8.7707,IQR + Isolation Forest,Extreme,True
2011-10-16,La Boca,PM10,130.4583,25.0417,105.4166,420.9642,7.1729,IQR + Isolation Forest,Extreme,True
2011-10-16,Centenario,PM10,116.9583,22.7848,94.1735,413.3183,6.8828,IQR + Isolation Forest,Extreme,True
2011-10-03,La Boca,PM10,58.5417,25.0417,33.5,133.7769,2.14,IQR + Isolation Forest,High,True
2011-09-30,Córdoba,PM10,68.4583,23.9583,44.5,185.7394,3.4942,IQR,Extreme,True
2011-09-30,Centenario,PM10,62.7917,22.7848,40.007,175.5865,2.8072,IQR + Isolation Forest,High,True
2011-09-30,La Boca,PM10,62.0417,25.0417,37.0,147.7535,2.3849,IQR,Moderate,True
2011-09-29,Centenario,PM10,52.2083,22.7848,29.4236,129.137,2.0109,IQR,Moderate,True
2011-09-29,Córdoba,PM10,52.4167,23.9583,28.4584,118.7831,2.1725,IQR,Moderate,True
2011-09-28,La Boca,PM10,67.0,25.0417,41.9583,167.5537,2.7319,IQR,Moderate,True
2011-09-28,Centenario,PM10,56.125,22.7848,33.3402,146.327,2.3056,IQR,Moderate,True
2011-09-28,Córdoba,PM10,55.4167,23.9583,31.4584,131.3048,2.4196,IQR,Moderate,True
2011-09-27,Centenario,PM10,86.4583,22.7848,63.6735,279.4569,4.5879,IQR + Isolation Forest,Extreme,True
2011-09-27,Córdoba,PM10,86.1667,23.9583,62.2084,259.6528,4.9532,IQR + Isolation Forest,Extreme,True
2011-09-27,La Boca,PM10,88.3333,25.0417,63.2916,252.7448,4.2249,IQR,Extreme,True
2011-09-24,Córdoba,NO2,56.625,21.5417,35.0833,162.8623,2.7342,IQR,Moderate,True
2011-09-23,Córdoba,NO2,48.2222,21.5417,26.6805,123.8551,2.0336,IQR,Moderate,True
2011-09-22,Centenario,PM10,50.5833,22.7848,27.7986,122.0051,1.8886,IQR,Moderate,True
2011-09-21,La Boca,NO2,53.25,19.3333,33.9167,175.4315,3.1587,IQR,High,True
2011-09-21,Centenario,NO2,35.3529,17.4167,17.9362,102.9828,2.4823,IQR,Moderate,True
2011-09-20,La Boca,NO2,54.5,19.3333,35.1667,181.897,3.2806,IQR,High,True
2011-09-20,Centenario,NO2,40.619,17.4167,23.2023,133.2187,3.2437,IQR,High,True
2011-09-17,Centenario,PM10,67.6667,22.7848,44.882,196.9824,3.174,IQR + Isolation Forest,Extreme,True
2011-09-17,La Boca,PM10,66.8333,25.0417,41.7916,166.888,2.7202,IQR,Moderate,True
2011-09-17,Córdoba,PM10,62.2917,23.9583,38.3334,160.0005,2.9861,IQR,Moderate,True
2011-09-17,Centenario,CO,1.0367,0.4821,0.5546,115.0384,0.6184,IQR,Moderate,True
2011-09-16,Córdoba,NO2,70.875,21.5417,49.3333,229.013,3.9223,IQR,Extreme,True
2011-09-16,Centenario,CO,1.1117,0.4821,0.6296,130.5953,0.7139,IQR,Moderate,True
2011-09-13,Centenario,PM10,67.1667,22.7848,44.382,194.788,3.1364,IQR + Isolation Forest,Extreme,True
2011-09-13,Córdoba,PM10,60.7917,23.9583,36.8334,153.7396,2.8625,IQR,Moderate,True
2011-09-13,La Boca,PM10,59.1667,25.0417,34.125,136.2727,2.1837,IQR,Moderate,True
2011-09-11,La Boca,PM10,65.75,25.0417,40.7083,162.562,2.6444,IQR,Moderate,True
2011-09-11,Centenario,PM10,54.0,22.7848,31.2152,137.0006,2.1457,IQR,Moderate,True
2011-09-10,La Boca,PM10,61.2917,25.0417,36.25,144.7585,2.3324,IQR,Moderate,True
2011-09-10,Centenario,PM10,51.4167,22.7848,28.632,125.6628,1.9513,IQR,Moderate,True
2011-09-09,La Boca,NO2,49.9583,19.3333,30.625,158.4054,2.8376,IQR + Isolation Forest,High,True
2011-09-09,Centenario,PM10,50.625,22.7848,27.8402,122.1881,1.8917,IQR,Moderate,True
2011-09-09,Centenario,CO,1.0438,0.4821,0.5617,116.5111,0.6274,IQR,Moderate,True
2011-09-09,Centenario,NO2,36.1538,17.4167,18.7371,107.5812,2.5981,IQR,Moderate,True
2011-09-08,La Boca,NO2,50.9583,19.3333,31.625,163.5779,2.9351,IQR,Moderate,True
2011-09-07,Córdoba,NO2,53.4167,21.5417,31.875,147.9688,2.4667,IQR,Moderate,True
2011-09-06,La Boca,CO,0.9542,0.31,0.6442,207.8065,0.741,IQR,Moderate,True
2011-09-06,La Boca,NO2,49.0417,19.3333,29.7084,153.6644,2.7482,IQR,Moderate,True
2011-09-06,Córdoba,CO,1.4008,0.5531,0.8477,153.2634,1.1278,IQR,Moderate,True
2011-09-06,Centenario,PM10,51.5,22.7848,28.7152,126.0284,1.9576,IQR,Moderate,True
2011-09-03,Córdoba,CO,1.2158,0.5531,0.6627,119.8156,0.8634,IQR,Moderate,True
2011-09-01,Centenario,PM10,86.4286,22.7848,63.6438,279.3265,4.5857,IQR,Extreme,True
2011-09-01,Córdoba,PM10,73.1818,23.9583,49.2235,205.4549,3.8833,IQR,Extreme,True
2011-09-01,La Boca,PM10,65.0909,25.0417,40.0492,159.93,2.5983,IQR,Moderate,True
2011-09-01,Córdoba,NO2,50.5,21.5417,28.9583,134.429,2.2236,IQR,Moderate,True
2011-08-31,Centenario,PM10,70.1111,22.7848,47.3263,207.7106,3.3579,IQR,Extreme,True
2011-08-31,Córdoba,NO2,49.2083,21.5417,27.6666,128.4328,2.1159,IQR,Moderate,True
2011-08-31,Córdoba,PM10,47.625,23.9583,23.6667,98.7829,1.7777,IQR,Moderate,True
2011-08-30,Córdoba,NO2,48.5,21.5417,26.9583,125.1447,2.0568,IQR,Moderate,True
2011-08-29,Córdoba,NO2,65.4167,21.5417,43.875,203.6747,3.4672,IQR + Isolation Forest,High,True
2011-08-25,Córdoba,CO,1.6646,0.5531,1.1115,200.9582,1.5049,IQR,Moderate,True
2011-08-25,Centenario,CO,1.0717,0.4821,0.5896,122.2983,0.663,IQR,Moderate,True
2011-08-18,Córdoba,NO2,50.75,21.5417,29.2083,135.5896,2.2444,IQR + Isolation Forest,High,True
2011-08-17,Córdoba,NO2,55.1667,21.5417,33.625,156.0926,2.6126,IQR + Isolation Forest,High,True
2011-08-16,Córdoba,NO2,76.75,21.5417,55.2083,256.2857,4.4122,IQR + Isolation Forest,Extreme,True
2011-08-15,Córdoba,NO2,121.3,21.5417,99.7583,463.0939,8.1265,IQR + Isolation Forest,Extreme,True
2011-08-15,Córdoba,CO,1.45,0.5531,0.8969,162.1587,1.1982,IQR,Moderate,True
2011-08-14,Centenario,PM10,54.625,22.7848,31.8402,139.7437,2.1927,IQR + Isolation Forest,High,True
2011-08-12,Córdoba,NO2,79.1818,21.5417,57.6401,267.5745,4.6149,IQR + Isolation Forest,Extreme,True
2011-08-12,Córdoba,CO,1.7042,0.5531,1.1511,208.1179,1.5615,IQR,Extreme,True
2011-08-12,Centenario,CO,1.3971,0.4821,0.915,189.7946,1.0774,IQR,Extreme,True
2011-08-12,Córdoba,PM10,57.8889,23.9583,33.9306,141.6236,2.6233,IQR + Isolation Forest,High,True
2011-08-12,Centenario,PM10,50.75,22.7848,27.9652,122.7367,1.9011,IQR,Moderate,True
