date,station,pollutant,actual_value,expected_value,difference,percentage_difference,z_score,method,severity,is_anomaly
2010-08-25,Centenario,NO2,38.375,17.4167,20.9583,120.3345,2.9192,IQR + Isolation Forest,High,True
2010-08-23,Córdoba,CO,1.8421,0.5531,1.289,233.0501,1.7586,IQR,Extreme,True
2010-08-23,Centenario,NO2,35.4737,17.4167,18.057,103.6764,2.4998,IQR + Isolation Forest,High,True
2010-08-22,Centenario,NO2,35.4545,17.4167,18.0378,103.5661,2.497,IQR + Isolation Forest,High,True
2010-08-21,Centenario,NO2,42.4583,17.4167,25.0416,143.7792,3.5096,IQR + Isolation Forest,High,True
2010-08-20,Centenario,NO2,42.2778,17.4167,24.8611,142.7429,3.4835,IQR + Isolation Forest,High,True
2010-08-19,Córdoba,CO,1.5183,0.5531,0.9652,174.5073,1.2958,IQR,Moderate,True
2010-08-13,Córdoba,CO,1.5342,0.5531,0.9811,177.382,1.3185,IQR,Moderate,True
2010-08-12,Córdoba,CO,1.6804,0.5531,1.1273,203.8149,1.5275,IQR,Moderate,True
2010-08-11,Centenario,NO2,32.1304,17.4167,14.7137,84.4804,2.0164,Isolation Forest,Moderate,True
2010-08-10,Centenario,NO2,55.2727,17.4167,37.856,217.3546,5.3624,IQR + Isolation Forest,Extreme,True
2010-08-10,Córdoba,CO,1.435,0.5531,0.8819,159.4468,1.1767,IQR,Moderate,True
2010-08-09,Centenario,NO2,62.3846,17.4167,44.9679,258.1884,6.3906,IQR + Isolation Forest,Extreme,True
2010-08-09,La Boca,NO2,52.381,19.3333,33.0477,170.9367,3.0739,IQR,High,True
2010-08-09,La Boca,CO,0.9854,0.31,0.6754,217.871,0.7817,IQR,Moderate,True
2010-08-08,La Boca,CO,0.9046,0.31,0.5946,191.8065,0.6763,IQR,Moderate,True
2010-08-07,Córdoba,CO,1.5654,0.5531,1.0123,183.023,1.3631,IQR,Moderate,True
2010-08-05,Córdoba,CO,1.4725,0.5531,0.9194,166.2267,1.2303,IQR,Moderate,True
2010-08-03,Córdoba,CO,1.5404,0.5531,0.9873,178.503,1.3274,IQR,Moderate,True
2010-08-02,Córdoba,CO,1.3254,0.5531,0.7723,139.6312,1.0201,IQR,Moderate,True
2010-07-30,Córdoba,CO,1.279,0.5531,0.7259,131.2421,0.9537,IQR,Moderate,True
2010-07-29,Córdoba,CO,1.28,0.5531,0.7269,131.4229,0.9552,IQR,Moderate,True
2010-07-29,Centenario,NO2,38.4,17.4167,20.9833,120.478,2.9229,IQR,Moderate,True
2010-07-23,Centenario,NO2,37.625,17.4167,20.2083,116.0283,2.8108,IQR,Moderate,True
2010-07-22,Córdoba,CO,1.3529,0.5531,0.7998,144.6031,1.0594,IQR,Moderate,True
2010-07-22,Centenario,NO2,34.9091,17.4167,17.4924,100.4346,2.4181,IQR,Moderate,True
2010-07-21,La Boca,CO,1.5942,0.31,1.2842,414.2581,1.5756,IQR,Extreme,True
2010-07-21,Córdoba,CO,2.0888,0.5531,1.5357,277.6532,2.1112,IQR + Isolation Forest,Extreme,True
2010-07-20,Córdoba,CO,1.8733,0.5531,1.3202,238.691,1.8032,IQR,Extreme,True
2010-07-20,La Boca,CO,1.1625,0.31,0.8525,275.0,1.0126,IQR,Moderate,True
2010-07-17,Córdoba,CO,1.795,0.5531,1.2419,224.5344,1.6913,IQR,Extreme,True
2010-07-17,Centenario,NO2,45.4167,17.4167,28.0,160.7652,3.9374,IQR,High,True
2010-07-17,La Boca,CO,1.0354,0.31,0.7254,234.0,0.8469,IQR,Moderate,True
2010-07-16,Córdoba,CO,1.5796,0.5531,1.0265,185.5903,1.3834,IQR,Moderate,True
2010-07-16,Centenario,NO2,37.3333,17.4167,19.9166,114.3535,2.7686,IQR,Moderate,True
2010-07-03,La Boca,CO,1.1312,0.31,0.8212,264.9032,0.9718,IQR,Moderate,True
2010-07-03,Córdoba,CO,1.5542,0.5531,1.0011,180.998,1.3471,IQR,Moderate,True
2010-07-02,Córdoba,CO,1.5304,0.5531,0.9773,176.695,1.3131,IQR,Moderate,True
2010-06-29,Córdoba,NO2,48.3333,21.5417,26.7916,124.3709,2.0429,IQR,Moderate,True
2010-06-25,Centenario,NO2,47.1667,17.4167,29.75,170.8131,4.1904,IQR,High,True
2010-06-25,Córdoba,CO,1.6033,0.5531,1.0502,189.8752,1.4173,IQR,Moderate,True
2010-06-16,Córdoba,CO,1.3529,0.5531,0.7998,144.6031,1.0594,IQR,Moderate,True
2010-06-08,Centenario,NO2,36.0455,17.4167,18.6288,106.9594,2.5824,IQR + Isolation Forest,High,True
2010-06-03,Centenario,NO2,35.0,17.4167,17.5833,100.9566,2.4313,IQR,Moderate,True
2010-05-31,Córdoba,NO2,52.3333,21.5417,30.7916,142.9395,2.3764,IQR,Moderate,True
2010-05-20,Córdoba,NO2,49.625,21.5417,28.0833,130.3671,2.1506,IQR,Moderate,True
2010-05-18,Córdoba,NO2,52.0833,21.5417,30.5416,141.779,2.3556,IQR,Moderate,True
2010-05-18,Centenario,NO2,34.7917,17.4167,17.375,99.7606,2.4012,Isolation Forest,Moderate,True
2010-05-17,Córdoba,NO2,52.5556,21.5417,31.0139,143.9715,2.3949,IQR,Moderate,True
2010-05-17,Centenario,NO2,33.75,17.4167,16.3333,93.7795,2.2505,Isolation Forest,Moderate,True
2010-05-11,Córdoba,NO2,50.5,21.5417,28.9583,134.429,2.2236,IQR,Moderate,True
2010-05-10,Centenario,NO2,47.3333,17.4167,29.9166,171.7696,4.2145,IQR + Isolation Forest,High,True
2010-05-10,La Boca,CO,1.2279,0.31,0.9179,296.0968,1.0979,IQR,Moderate,True
2010-05-10,Córdoba,NO2,56.1667,21.5417,34.625,160.7348,2.696,IQR,Moderate,True
2010-05-10,La Boca,NO2,42.9583,19.3333,23.625,122.1985,2.1547,Isolation Forest,Moderate,True
2010-05-09,La Boca,CO,2.6354,0.31,2.3254,750.129,2.9334,IQR + Isolation Forest,Extreme,True
2010-05-09,Centenario,NO2,71.5,17.4167,54.0833,310.5255,7.7085,IQR + Isolation Forest,Extreme,True
2010-05-09,La Boca,NO2,63.4167,19.3333,44.0834,228.018,4.1504,IQR + Isolation Forest,High,True
2010-05-09,Palermo,CO,2.4042,0.97,1.4342,147.8557,3.754,IQR + Isolation Forest,High,True
2010-05-09,Córdoba,NO2,55.0417,21.5417,33.5,155.5123,2.6022,IQR,Moderate,True
2010-05-08,La Boca,CO,1.7546,0.31,1.4446,466.0,1.7848,IQR,Extreme,True
2010-05-08,Centenario,NO2,47.875,17.4167,30.4583,174.8799,4.2928,IQR + Isolation Forest,Extreme,True
2010-05-08,Córdoba,NO2,48.6667,21.5417,27.125,125.9186,2.0707,IQR,Moderate,True
2010-05-07,Centenario,NO2,36.6667,17.4167,19.25,110.5261,2.6723,IQR,Moderate,True
2010-05-03,Centenario,NO2,38.1667,17.4167,20.75,119.1385,2.8891,IQR + Isolation Forest,High,True
2010-04-30,Centenario,NO2,38.7917,17.4167,21.375,122.727,2.9795,IQR + Isolation Forest,High,True
2010-04-29,Centenario,NO2,43.8333,17.4167,26.4166,151.674,3.7084,IQR + Isolation Forest,High,True
2010-04-28,Centenario,NO2,39.5238,17.4167,22.1071,126.9305,3.0853,IQR + Isolation Forest,High,True
2010-04-27,Centenario,NO2,40.25,17.4167,22.8333,131.1,3.1903,IQR + Isolation Forest,High,True
2010-04-27,La Boca,CO,0.9208,0.31,0.6108,197.0323,0.6975,IQR,Moderate,True
2010-04-26,Centenario,NO2,34.4167,17.4167,17.0,97.6075,2.3469,Isolation Forest,Moderate,True
2010-04-21,Centenario,NO2,41.25,17.4167,23.8333,136.8417,3.3349,IQR + Isolation Forest,High,True
2010-04-20,Centenario,NO2,47.7917,17.4167,30.375,174.4016,4.2807,IQR + Isolation Forest,High,True
2010-04-20,Palermo,CO,2.2442,0.97,1.2742,131.3608,3.3233,IQR + Isolation Forest,High,True
2010-04-20,La Boca,CO,0.8996,0.31,0.5896,190.1935,0.6698,IQR,Moderate,True
2010-04-19,Centenario,NO2,40.0,17.4167,22.5833,129.6646,3.1542,IQR + Isolation Forest,High,True
2010-04-19,Palermo,CO,1.9071,0.97,0.9371,96.6082,2.4157,Isolation Forest,Moderate,True
2010-04-12,Centenario,NO2,38.0,17.4167,20.5833,118.1814,2.865,IQR,Moderate,True
2010-04-12,Palermo,CO,1.93,0.97,0.96,98.9691,2.4773,Isolation Forest,Moderate,True
2010-03-30,Centenario,NO2,36.625,17.4167,19.2083,110.2867,2.6662,IQR,Moderate,True
2010-02-24,La Boca,CO,0.9371,0.31,0.6271,202.2903,0.7187,IQR,Moderate,True
2010-02-23,La Boca,CO,1.6108,0.31,1.3008,419.6129,1.5972,IQR,Extreme,True
2010-02-22,La Boca,CO,1.5533,0.31,1.2433,401.0645,1.5223,IQR,Extreme,True
2010-02-21,La Boca,CO,1.1754,0.31,0.8654,279.1613,1.0295,IQR,Moderate,True
2010-02-20,La Boca,CO,1.5583,0.31,1.2483,402.6774,1.5288,IQR,Extreme,True
2010-02-19,La Boca,CO,2.5217,0.31,2.2117,713.4516,2.7851,IQR + Isolation Forest,Extreme,True
2010-02-12,Centenario,CO,1.1292,0.4821,0.6471,134.2253,0.7362,IQR,Moderate,True
2010-02-11,Centenario,CO,1.1275,0.4821,0.6454,133.8726,0.734,IQR,Moderate,True
2010-02-10,Centenario,CO,1.2154,0.4821,0.7333,152.1054,0.846,IQR,Moderate,True
2010-02-09,Centenario,CO,1.3121,0.4821,0.83,172.1635,0.9692,IQR,Moderate,True
2010-02-08,Centenario,CO,1.3554,0.4821,0.8733,181.145,1.0243,IQR,Moderate,True
2010-02-07,Centenario,CO,1.3479,0.4821,0.8658,179.5893,1.0148,IQR,Moderate,True
2010-02-06,Centenario,CO,1.3088,0.4821,0.8267,171.4789,0.9649,IQR,Moderate,True
2010-02-05,Centenario,CO,1.3321,0.4821,0.85,176.312,0.9946,IQR,Moderate,True
2010-01-19,La Boca,CO,0.8542,0.31,0.5442,175.5484,0.6106,IQR,Moderate,True
2010-01-19,Córdoba,CO,1.4775,0.5531,0.9244,167.1307,1.2375,IQR,Moderate,True
2010-01-18,Centenario,NO2,47.0,17.4167,29.5833,169.8559,4.1663,IQR + Isolation Forest,High,True
2010-01-18,La Boca,CO,1.0867,0.31,0.7767,250.5484,0.9138,IQR,Moderate,True
2010-01-18,Córdoba,CO,1.3358,0.5531,0.7827,141.5115,1.0349,IQR,Moderate,True
2010-01-06,Córdoba,NO2,51.375,21.5417,29.8333,138.4909,2.2965,IQR,Moderate,True
2009-12-29,Centenario,CO,1.1292,0.4821,0.6471,134.2253,0.7362,IQR,Moderate,True
2009-12-21,Córdoba,NO2,48.0,21.5417,26.4583,122.8236,2.0151,IQR,Moderate,True
2009-12-11,Córdoba,NO2,49.5833,21.5417,28.0416,130.1736,2.1471,IQR,Moderate,True
2009-12-01,Centenario,CO,1.2017,0.4821,0.7196,149.2636,0.8285,IQR,Moderate,True
2009-11-30,Centenario,CO,1.0,0.4821,0.5179,107.4258,0.5716,IQR,Moderate,True
2009-11-05,Centenario,NO2,37.125,17.4167,19.7083,113.1575,2.7385,IQR,Moderate,True
2009-10-20,Centenario,NO2,50.0,17.4167,32.5833,187.0808,4.6,IQR + Isolation Forest,Extreme,True
2009-10-20,Centenario,CO,1.0317,0.4821,0.5496,114.0012,0.612,IQR,Moderate,True
2009-10-02,Centenario,NO2,33.5455,17.4167,16.1288,92.6054,2.221,Isolation Forest,Moderate,True
2009-10-01,Centenario,NO2,36.375,17.4167,18.9583,108.8513,2.6301,IQR + Isolation Forest,High,True
