date,year,month,station,pollutant,daily_avg,daily_min,daily_max,daily_median,daily_std,records_count
2015-07-07,2015,7,Córdoba,NO2,47.5417,30.0,67.0,46.5,10.5294,24
2015-07-07,2015,7,Córdoba,PM10,68.7083,40.0,87.0,74.5,16.869,24
2015-07-07,2015,7,La Boca,CO,1.3454,0.79,1.77,1.5,0.3424,24
2015-07-07,2015,7,La Boca,NO2,29.4583,20.0,41.0,28.5,6.5805,24
2015-07-07,2015,7,La Boca,PM10,66.125,37.0,83.0,74.0,16.5091,24
2015-07-08,2015,7,Centenario,CO,1.1904,0.63,1.86,1.035,0.3993,24
2015-07-08,2015,7,Centenario,NO2,26.4167,15.0,35.0,26.0,6.4398,24
2015-07-08,2015,7,Centenario,PM10,47.0417,31.0,65.0,46.5,13.2943,24
2015-07-08,2015,7,Córdoba,CO,0.8958,0.57,1.38,0.86,0.2148,24
2015-07-08,2015,7,Córdoba,NO2,31.5714,26.0,42.0,30.0,4.7914,21
2015-07-08,2015,7,Córdoba,PM10,51.3333,32.0,78.0,47.5,18.1914,24
2015-07-08,2015,7,La Boca,CO,0.9042,0.53,1.35,0.79,0.2913,24
2015-07-08,2015,7,La Boca,NO2,19.7083,14.0,27.0,19.0,3.3555,24
2015-07-08,2015,7,La Boca,PM10,52.375,33.0,77.0,47.5,17.0544,24
2015-07-09,2015,7,Centenario,CO,0.5842,0.4,0.96,0.57,0.1474,24
2015-07-09,2015,7,Centenario,NO2,16.4583,13.0,20.0,16.0,2.3953,24
2015-07-09,2015,7,Centenario,PM10,21.625,17.0,30.0,21.0,3.1321,24
2015-07-09,2015,7,Córdoba,CO,0.5575,0.38,0.97,0.52,0.1354,24
2015-07-09,2015,7,Córdoba,NO2,14.4583,7.0,27.0,13.0,5.7557,24
2015-07-09,2015,7,Córdoba,PM10,23.5417,16.0,31.0,25.5,4.8002,24
2015-07-09,2015,7,La Boca,CO,0.6075,0.49,0.72,0.635,0.077,24
2015-07-09,2015,7,La Boca,NO2,12.9583,9.0,16.0,13.0,1.9219,24
2015-07-09,2015,7,La Boca,PM10,21.1667,18.0,31.0,20.0,3.5098,24
2015-07-10,2015,7,Centenario,CO,0.6792,0.49,0.87,0.68,0.1122,24
2015-07-10,2015,7,Centenario,NO2,19.0,12.0,25.0,20.0,3.7947,21
2015-07-10,2015,7,Centenario,PM10,25.2917,17.0,37.0,24.0,7.3038,24
2015-07-10,2015,7,Córdoba,CO,0.9171,0.4,1.47,1.07,0.4004,24
2015-07-10,2015,7,Córdoba,NO2,25.0833,9.0,39.0,29.0,9.9909,24
2015-07-10,2015,7,Córdoba,PM10,25.0833,16.0,39.0,25.0,8.6422,24
2015-07-10,2015,7,La Boca,CO,0.6596,0.54,0.83,0.635,0.0916,24
2015-07-10,2015,7,La Boca,NO2,14.2083,10.0,20.0,14.0,2.9337,24
2015-07-10,2015,7,La Boca,PM10,23.625,19.0,29.0,24.5,3.8653,24
2015-07-11,2015,7,Centenario,CO,0.4208,0.21,0.79,0.39,0.1773,24
2015-07-11,2015,7,Centenario,NO2,17.0833,13.0,23.0,17.0,2.9328,24
2015-07-11,2015,7,Centenario,PM10,30.7917,22.0,38.0,31.0,6.1218,24
2015-07-11,2015,7,Córdoba,CO,0.6121,0.43,0.94,0.545,0.1563,24
2015-07-11,2015,7,Córdoba,NO2,23.7917,12.0,32.0,25.5,6.0933,24
2015-07-11,2015,7,Córdoba,PM10,32.5,22.0,41.0,31.5,7.1445,24
2015-07-11,2015,7,La Boca,CO,0.4879,0.41,0.62,0.47,0.069,24
2015-07-11,2015,7,La Boca,NO2,10.3333,7.0,13.0,11.0,1.6594,24
2015-07-11,2015,7,La Boca,PM10,23.2917,17.0,29.0,22.5,4.7866,24
2015-07-12,2015,7,Centenario,CO,0.63,0.33,1.15,0.555,0.2719,24
2015-07-12,2015,7,Centenario,NO2,13.4167,8.0,20.0,12.0,3.6346,24
2015-07-12,2015,7,Centenario,PM10,21.5833,20.0,23.0,22.0,0.8805,24
2015-07-12,2015,7,Córdoba,CO,0.7338,0.41,1.3,0.65,0.2644,24
2015-07-12,2015,7,Córdoba,NO2,19.1304,6.0,31.0,20.0,7.3565,23
2015-07-12,2015,7,Córdoba,PM10,22.8333,21.0,25.0,23.0,1.0072,24
2015-07-12,2015,7,La Boca,CO,0.5963,0.49,0.82,0.58,0.0999,24
2015-07-12,2015,7,La Boca,NO2,9.875,6.0,22.0,8.0,4.6933,24
2015-07-12,2015,7,La Boca,PM10,15.7917,15.0,17.0,16.0,0.7211,24
2015-07-13,2015,7,Centenario,CO,0.5058,0.24,1.04,0.49,0.1953,24
2015-07-13,2015,7,Centenario,NO2,15.6667,5.0,25.0,18.0,6.2947,24
2015-07-13,2015,7,Centenario,PM10,18.0,14.0,20.0,19.0,1.865,24
2015-07-13,2015,7,Córdoba,CO,0.8571,0.42,1.14,0.95,0.2315,24
2015-07-13,2015,7,Córdoba,NO2,28.6667,7.0,37.0,33.5,10.0722,24
2015-07-13,2015,7,Córdoba,PM10,21.5833,19.0,24.0,22.0,1.1765,24
2015-07-13,2015,7,La Boca,CO,0.5054,0.42,0.78,0.435,0.1217,24
2015-07-13,2015,7,La Boca,NO2,9.9583,6.0,17.0,9.0,3.2501,24
2015-07-13,2015,7,La Boca,PM10,12.8333,10.0,15.0,13.0,1.6594,24
2015-07-14,2015,7,Centenario,CO,0.4796,0.34,0.56,0.495,0.0696,24
2015-07-14,2015,7,Centenario,NO2,21.2917,16.0,27.0,20.5,3.4069,24
2015-07-14,2015,7,Centenario,PM10,16.9167,14.0,19.0,17.0,1.8631,24
2015-07-14,2015,7,Córdoba,CO,0.6088,0.39,0.85,0.66,0.1386,17
2015-07-14,2015,7,Córdoba,NO2,31.55,21.0,39.0,33.5,5.8712,20
2015-07-14,2015,7,Córdoba,PM10,20.7692,20.0,22.0,21.0,0.5991,13
2015-07-14,2015,7,La Boca,CO,0.5062,0.46,0.55,0.51,0.0287,24
2015-07-14,2015,7,La Boca,NO2,14.3333,11.0,19.0,14.0,2.4257,24
2015-07-14,2015,7,La Boca,PM10,12.9167,11.0,15.0,13.0,1.4421,24
2015-07-15,2015,7,Centenario,CO,0.7238,0.56,1.0,0.665,0.1489,24
2015-07-15,2015,7,Centenario,NO2,27.0,19.0,32.0,27.0,3.3751,24
2015-07-15,2015,7,Centenario,PM10,22.6667,19.0,25.0,23.5,1.9927,24
2015-07-15,2015,7,Córdoba,CO,0.577,0.42,0.71,0.59,0.0959,23
2015-07-15,2015,7,Córdoba,NO2,30.7619,17.0,41.0,30.0,5.9825,21
2015-07-15,2015,7,Córdoba,PM10,18.0,17.0,20.0,17.5,1.1547,16
2015-07-15,2015,7,La Boca,CO,0.5204,0.27,0.82,0.56,0.1896,24
2015-07-15,2015,7,La Boca,NO2,20.7727,15.0,25.0,21.5,2.8939,22
2015-07-15,2015,7,La Boca,PM10,18.4167,14.0,22.0,20.0,2.7492,24
2015-07-16,2015,7,Centenario,CO,0.6033,0.36,0.76,0.645,0.1314,24
2015-07-16,2015,7,Centenario,NO2,25.9167,14.0,36.0,26.5,6.769,24
2015-07-16,2015,7,Centenario,PM10,21.75,20.0,25.0,21.0,1.391,24
2015-07-16,2015,7,Córdoba,CO,0.6825,0.45,0.86,0.7,0.1442,8
2015-07-16,2015,7,Córdoba,NO2,34.3077,23.0,43.0,35.0,5.7791,13
2015-07-16,2015,7,Córdoba,PM10,19.25,19.0,20.0,19.0,0.5,4
2015-07-16,2015,7,La Boca,CO,0.2717,0.15,0.41,0.25,0.0806,24
2015-07-16,2015,7,La Boca,NO2,20.6667,14.0,29.0,20.5,4.3805,24
2015-07-16,2015,7,La Boca,PM10,19.8333,18.0,22.0,19.5,1.2394,24
2015-07-17,2015,7,Centenario,CO,0.5229,0.34,0.74,0.52,0.1188,24
2015-07-17,2015,7,Centenario,NO2,20.0,11.0,27.0,21.0,4.5607,21
2015-07-17,2015,7,Centenario,PM10,20.2917,19.0,22.0,20.0,1.1221,24
2015-07-17,2015,7,Córdoba,CO,0.4862,0.32,0.79,0.47,0.1191,24
2015-07-17,2015,7,Córdoba,NO2,23.875,9.0,32.0,26.0,6.9864,24
2015-07-17,2015,7,Córdoba,PM10,20.1875,19.0,22.0,19.5,1.3769,16
2015-07-17,2015,7,La Boca,CO,0.2621,0.13,0.36,0.285,0.0752,24
2015-07-17,2015,7,La Boca,NO2,18.125,9.0,23.0,19.0,3.7337,24
2015-07-17,2015,7,La Boca,PM10,17.7917,16.0,19.0,18.0,1.0206,24
2015-07-18,2015,7,Centenario,CO,0.4629,0.3,0.7,0.45,0.1161,24
2015-07-18,2015,7,Centenario,NO2,11.8333,8.0,19.0,10.0,3.761,24
2015-07-18,2015,7,Centenario,PM10,18.4167,17.0,19.0,18.0,0.5836,24
2015-07-18,2015,7,Córdoba,CO,0.4,0.29,0.62,0.36,0.1039,24
2015-07-18,2015,7,Córdoba,NO2,16.4583,3.0,31.0,19.0,8.4544,24
2015-07-18,2015,7,Córdoba,PM10,19.4167,18.0,22.0,19.0,1.3486,24
2015-07-18,2015,7,La Boca,CO,0.2692,0.17,0.44,0.24,0.0801,24
2015-07-18,2015,7,La Boca,NO2,14.9167,9.0,24.0,14.0,4.1798,24
2015-07-18,2015,7,La Boca,PM10,17.25,15.0,19.0,17.0,1.5393,24
2015-07-19,2015,7,Centenario,CO,0.55,0.48,0.61,0.55,0.0413,24
2015-07-19,2015,7,Centenario,NO2,15.375,9.0,23.0,15.0,3.854,24
2015-07-19,2015,7,Centenario,PM10,22.75,18.0,26.0,24.0,2.8323,24
2015-07-19,2015,7,Córdoba,CO,0.6704,0.4,0.95,0.71,0.1714,24
2015-07-19,2015,7,Córdoba,NO2,28.7083,11.0,37.0,31.0,8.2382,24
2015-07-19,2015,7,Córdoba,PM10,24.9583,19.0,29.0,27.0,4.0376,24
2015-07-19,2015,7,La Boca,CO,0.2604,0.1,0.45,0.3,0.115,24
2015-07-19,2015,7,La Boca,NO2,11.5833,5.0,18.0,11.5,4.4323,24
2015-07-19,2015,7,La Boca,PM10,19.375,17.0,21.0,19.0,1.279,24
2015-07-20,2015,7,Centenario,CO,0.4158,0.25,0.58,0.41,0.0976,24
2015-07-20,2015,7,Centenario,NO2,15.9583,5.0,29.0,14.5,6.8745,24
2015-07-20,2015,7,Centenario,PM10,23.625,22.0,26.0,23.5,1.4084,24
2015-07-20,2015,7,Córdoba,CO,0.8583,0.41,1.28,0.865,0.2993,24
2015-07-20,2015,7,Córdoba,NO2,36.4167,28.0,42.0,39.0,5.0555,24
2015-07-20,2015,7,Córdoba,PM10,29.8333,28.0,35.0,29.0,1.8337,24
2015-07-20,2015,7,La Boca,CO,0.0855,0.05,0.16,0.07,0.0325,20
2015-07-20,2015,7,La Boca,NO2,9.9167,6.0,19.0,8.0,4.6617,24
2015-07-20,2015,7,La Boca,PM10,14.0417,12.0,17.0,14.0,1.3667,24
2015-07-21,2015,7,Centenario,CO,0.73,0.45,1.15,0.62,0.2365,24
2015-07-21,2015,7,Centenario,NO2,26.7917,14.0,40.0,27.0,8.0541,24
2015-07-21,2015,7,Centenario,PM10,33.2083,25.0,37.0,36.0,4.7272,24
2015-07-21,2015,7,Córdoba,CO,0.7,0.5,0.98,0.69,0.1736,18
2015-07-21,2015,7,Córdoba,NO2,34.1818,10.0,48.0,36.0,9.8447,22
2015-07-21,2015,7,Córdoba,PM10,38.5,32.0,43.0,38.5,2.5876,24
2015-07-21,2015,7,La Boca,CO,0.3492,0.18,0.57,0.335,0.1271,24
2015-07-21,2015,7,La Boca,NO2,21.7083,14.0,33.0,21.5,4.9474,24
2015-07-21,2015,7,La Boca,PM10,23.0417,17.0,26.0,25.0,3.2635,24
2015-07-22,2015,7,Centenario,CO,0.6204,0.41,0.81,0.635,0.1087,24
2015-07-22,2015,7,Centenario,NO2,25.0,10.0,38.0,25.5,7.1445,24
2015-07-22,2015,7,Centenario,PM10,26.5417,22.0,33.0,25.0,3.5013,24
2015-07-22,2015,7,Córdoba,CO,0.4442,0.33,0.56,0.45,0.0639,24
2015-07-22,2015,7,Córdoba,NO2,25.5833,6.0,37.0,30.5,10.6727,24
2015-07-22,2015,7,Córdoba,PM10,22.7917,18.0,30.0,21.0,3.6592,24
2015-07-22,2015,7,La Boca,CO,0.3517,0.16,0.5,0.38,0.107,24
2015-07-22,2015,7,La Boca,NO2,22.5,10.0,31.0,24.0,6.129,24
2015-07-22,2015,7,La Boca,PM10,18.9583,16.0,23.0,19.0,2.0104,24
2015-07-23,2015,7,Centenario,CO,0.9942,0.71,1.75,0.945,0.2653,24
2015-07-23,2015,7,Centenario,NO2,30.0417,17.0,42.0,30.0,6.1395,24
2015-07-23,2015,7,Centenario,PM10,29.5833,26.0,38.0,29.0,3.6106,24
2015-07-23,2015,7,Córdoba,CO,0.6779,0.41,1.1,0.645,0.2065,24
2015-07-23,2015,7,Córdoba,NO2,33.0833,17.0,46.0,34.0,7.348,24
2015-07-23,2015,7,Córdoba,PM10,24.2083,21.0,30.0,23.0,2.7343,24
2015-07-23,2015,7,La Boca,CO,0.4406,0.36,0.52,0.45,0.0531,17
2015-07-23,2015,7,La Boca,NO2,22.8,8.0,31.0,23.0,5.4011,15
2015-07-23,2015,7,La Boca,PM10,22.9167,20.0,26.0,23.0,1.4116,24
2015-07-24,2015,7,Centenario,CO,1.4488,0.61,2.14,1.57,0.535,24
2015-07-24,2015,7,Centenario,NO2,30.2083,16.0,66.0,27.5,11.9053,24
2015-07-24,2015,7,Centenario,PM10,52.1667,40.0,61.0,53.5,7.6594,24
2015-07-24,2015,7,Córdoba,CO,1.0138,0.71,1.37,0.975,0.2025,24
2015-07-24,2015,7,Córdoba,NO2,38.3333,33.0,47.0,37.0,4.2187,24
2015-07-24,2015,7,Córdoba,PM10,35.375,30.0,40.0,36.5,3.6809,24
2015-07-24,2015,7,La Boca,CO,0.284,0.23,0.4,0.24,0.0692,10
2015-07-24,2015,7,La Boca,NO2,20.4667,14.0,34.0,19.0,5.5661,15
2015-07-24,2015,7,La Boca,PM10,31.7083,27.0,35.0,33.0,2.8511,24
2015-07-25,2015,7,Centenario,CO,0.58,0.48,0.75,0.535,0.1011,24
2015-07-25,2015,7,Centenario,NO2,17.4583,12.0,25.0,18.0,3.967,24
2015-07-25,2015,7,Centenario,PM10,31.25,20.0,49.0,23.5,12.2767,24
2015-07-25,2015,7,Córdoba,CO,0.5492,0.37,0.84,0.52,0.1176,24
2015-07-25,2015,7,Córdoba,NO2,22.875,6.0,33.0,26.0,8.7988,24
2015-07-25,2015,7,Córdoba,PM10,26.875,16.0,38.0,26.0,8.5073,24
2015-07-25,2015,7,La Boca,CO,0.2408,0.19,0.36,0.22,0.0502,24
2015-07-25,2015,7,La Boca,NO2,12.0417,9.0,15.0,12.0,1.7315,24
2015-07-25,2015,7,La Boca,PM10,18.625,14.0,27.0,15.0,5.4279,24
2015-07-26,2015,7,Centenario,CO,0.4775,0.3,0.78,0.47,0.1482,24
2015-07-26,2015,7,Centenario,NO2,11.6667,7.0,20.0,10.0,4.1354,24
2015-07-26,2015,7,Centenario,PM10,16.9583,15.0,20.0,17.0,1.1221,24
2015-07-26,2015,7,Córdoba,CO,0.4092,0.33,0.66,0.37,0.0959,24
2015-07-26,2015,7,Córdoba,NO2,19.8333,5.0,27.0,21.5,6.3702,24
2015-07-26,2015,7,Córdoba,PM10,13.4583,12.0,17.0,13.0,1.5317,24
2015-07-26,2015,7,La Boca,CO,0.2475,0.13,0.39,0.245,0.0848,24
2015-07-26,2015,7,La Boca,NO2,8.75,5.0,17.0,7.0,3.7562,24
2015-07-26,2015,7,La Boca,PM10,11.6667,11.0,14.0,11.0,0.8681,24
2015-07-27,2015,7,Centenario,CO,0.4433,0.29,0.63,0.44,0.1147,24
2015-07-27,2015,7,Centenario,NO2,13.3913,5.0,23.0,12.0,5.1675,23
2015-07-27,2015,7,Centenario,PM10,14.125,13.0,15.0,14.0,0.5367,24
2015-07-27,2015,7,Córdoba,CO,0.3721,0.24,0.48,0.4,0.081,24
2015-07-27,2015,7,Córdoba,NO2,22.25,5.0,27.0,23.5,5.3018,24
2015-07-27,2015,7,Córdoba,PM10,13.9583,12.0,17.0,13.5,1.3667,24
2015-07-27,2015,7,La Boca,CO,0.1945,0.11,0.31,0.18,0.0667,20
2015-07-27,2015,7,La Boca,NO2,9.8889,4.0,17.0,10.0,3.4109,18
2015-07-27,2015,7,La Boca,PM10,10.0417,10.0,11.0,10.0,0.2041,24
2015-07-28,2015,7,Centenario,CO,0.7129,0.35,1.69,0.565,0.4239,24
2015-07-28,2015,7,Centenario,NO2,19.6667,6.0,35.0,19.0,9.2538,21
2015-07-28,2015,7,Centenario,PM10,17.7083,14.0,29.0,16.0,4.6013,24
2015-07-28,2015,7,Córdoba,CO,0.5167,0.3,1.0,0.41,0.2348,24
2015-07-28,2015,7,Córdoba,NO2,25.7083,10.0,33.0,26.5,5.7746,24
2015-07-28,2015,7,Córdoba,PM10,21.7083,16.0,32.0,20.5,4.9298,24
2015-07-28,2015,7,La Boca,CO,0.72,0.68,0.77,0.715,0.0424,4
2015-07-28,2015,7,La Boca,NO2,24.8889,19.0,31.0,25.0,4.0139,9
2015-07-29,2015,7,Centenario,CO,0.795,0.54,1.68,0.62,0.3833,24
2015-07-29,2015,7,Centenario,NO2,14.875,9.0,22.0,15.5,3.6631,24
2015-07-29,2015,7,Centenario,PM10,37.5417,30.0,42.0,39.0,3.526,24
2015-07-29,2015,7,Córdoba,CO,0.9025,0.62,1.19,0.88,0.1813,24
2015-07-29,2015,7,Córdoba,NO2,28.2917,21.0,32.0,29.0,2.458,24
2015-07-29,2015,7,Córdoba,PM10,40.9167,34.0,47.0,40.5,4.0208,24
2015-07-29,2015,7,La Boca,CO,0.7,0.7,0.7,0.7,0.0,2
2015-07-30,2015,7,Centenario,CO,0.5387,0.34,0.71,0.545,0.136,24
2015-07-30,2015,7,Centenario,NO2,12.9583,6.0,16.0,14.0,2.6943,24
2015-07-30,2015,7,Centenario,PM10,21.0,18.0,29.0,20.5,3.0072,24
2015-07-30,2015,7,Córdoba,CO,0.5146,0.27,0.72,0.54,0.1576,24
2015-07-30,2015,7,Córdoba,NO2,20.6667,4.0,30.0,25.0,8.9524,24
2015-07-30,2015,7,Córdoba,PM10,23.125,19.0,33.0,21.0,4.347,24
2015-07-30,2015,7,La Boca,CO,0.2443,0.23,0.27,0.24,0.0162,7
2015-07-30,2015,7,La Boca,NO2,19.8462,10.0,28.0,19.0,5.8998,13
2015-07-31,2015,7,Centenario,CO,0.6138,0.55,0.72,0.61,0.0502,24
2015-07-31,2015,7,Centenario,NO2,15.1905,5.0,26.0,15.0,5.2595,21
2015-07-31,2015,7,Centenario,PM10,22.625,20.0,25.0,23.0,1.4982,24
2015-07-31,2015,7,Córdoba,CO,0.6063,0.41,0.78,0.625,0.1079,24
2015-07-31,2015,7,Córdoba,NO2,27.25,4.0,42.0,29.0,9.4466,24
2015-07-31,2015,7,Córdoba,PM10,22.5833,20.0,26.0,22.0,1.8863,24
2015-07-31,2015,7,La Boca,CO,0.3375,0.21,0.46,0.34,0.0799,24
2015-07-31,2015,7,La Boca,NO2,16.625,7.0,37.0,15.0,7.0205,24
2015-07-31,2015,7,La Boca,PM10,14.7778,14.0,16.0,15.0,0.5483,18
2015-08-01,2015,8,Centenario,CO,0.4925,0.39,0.63,0.5,0.0668,24
2015-08-01,2015,8,Centenario,NO2,18.9583,13.0,26.0,19.0,3.2233,24
2015-08-01,2015,8,Centenario,PM10,18.4167,16.0,22.0,17.5,2.1247,24
2015-08-01,2015,8,Córdoba,CO,0.5592,0.44,0.67,0.54,0.0844,24
2015-08-01,2015,8,Córdoba,NO2,27.5417,20.0,35.0,27.5,3.349,24
2015-08-01,2015,8,Córdoba,PM10,17.4167,15.0,21.0,17.0,1.8396,24
2015-08-01,2015,8,La Boca,CO,0.2946,0.19,0.42,0.31,0.0777,24
2015-08-01,2015,8,La Boca,NO2,12.5833,8.0,19.0,12.5,2.9623,24
2015-08-01,2015,8,La Boca,PM10,13.2917,11.0,15.0,13.0,1.2676,24
2015-08-02,2015,8,Centenario,CO,0.5971,0.5,0.74,0.585,0.0726,24
2015-08-02,2015,8,Centenario,NO2,19.2917,12.0,25.0,19.5,4.1544,24
2015-08-02,2015,8,Centenario,PM10,17.8333,15.0,21.0,17.0,2.0144,24
2015-08-02,2015,8,Córdoba,CO,0.7025,0.41,0.99,0.765,0.1937,24
2015-08-02,2015,8,Córdoba,NO2,30.0833,19.0,39.0,31.0,4.7724,24
2015-08-02,2015,8,Córdoba,PM10,16.9583,12.0,25.0,15.0,4.227,24
2015-08-02,2015,8,La Boca,CO,0.3279,0.24,0.45,0.305,0.0801,24
2015-08-02,2015,8,La Boca,NO2,11.75,7.0,17.0,12.0,3.1931,24
2015-08-02,2015,8,La Boca,PM10,11.9583,10.0,16.0,11.0,1.8761,24
2015-08-03,2015,8,Centenario,CO,0.645,0.43,1.1,0.615,0.1811,18
2015-08-03,2015,8,Centenario,NO2,25.6667,15.0,36.0,23.0,6.9522,21
2015-08-03,2015,8,Centenario,PM10,26.0,22.0,31.0,26.0,2.4137,24
2015-08-03,2015,8,Córdoba,CO,1.0467,0.69,1.38,1.09,0.2037,24
2015-08-03,2015,8,Córdoba,NO2,40.3333,30.0,53.0,41.0,6.4043,24
2015-08-03,2015,8,Córdoba,PM10,33.4583,26.0,41.0,35.0,4.4524,24
2015-08-03,2015,8,La Boca,CO,0.2917,0.16,0.46,0.3,0.0709,24
2015-08-03,2015,8,La Boca,NO2,15.9167,7.0,25.0,15.5,6.0643,24
2015-08-03,2015,8,La Boca,PM10,18.4583,17.0,20.0,18.0,0.658,24
2015-08-04,2015,8,Centenario,CO,0.6079,0.31,1.25,0.45,0.3313,24
2015-08-04,2015,8,Centenario,NO2,21.875,12.0,33.0,22.5,6.7005,24
2015-08-04,2015,8,Centenario,PM10,33.4167,27.0,36.0,34.0,2.1853,24
2015-08-04,2015,8,Córdoba,CO,0.7192,0.55,1.04,0.68,0.1315,24
2015-08-04,2015,8,Córdoba,NO2,35.5,19.0,46.0,35.5,6.3826,22
2015-08-04,2015,8,Córdoba,PM10,39.7917,29.0,44.0,41.0,4.2219,24
2015-08-04,2015,8,La Boca,CO,0.3804,0.24,0.69,0.26,0.174,24
2015-08-04,2015,8,La Boca,NO2,16.9167,9.0,24.0,16.0,3.2826,24
2015-08-04,2015,8,La Boca,PM10,20.125,18.0,21.0,20.0,0.8502,24
2015-08-05,2015,8,Centenario,CO,0.3567,0.16,0.48,0.415,0.1176,24
2015-08-05,2015,8,Centenario,NO2,17.6522,7.0,22.0,18.0,4.1845,23
2015-08-05,2015,8,Centenario,PM10,17.1667,14.0,25.0,16.5,2.8993,24
2015-08-05,2015,8,Córdoba,CO,0.5896,0.26,0.84,0.65,0.2076,24
2015-08-05,2015,8,Córdoba,NO2,27.0417,11.0,37.0,31.5,9.024,24
2015-08-05,2015,8,Córdoba,PM10,20.4583,18.0,28.0,20.0,2.7972,24
2015-08-05,2015,8,La Boca,CO,0.2296,0.13,0.29,0.25,0.0528,24
2015-08-05,2015,8,La Boca,NO2,12.3333,4.0,18.0,13.5,4.4101,24
2015-08-05,2015,8,La Boca,PM10,12.0,11.0,17.0,12.0,1.4744,24
2015-08-06,2015,8,Centenario,CO,0.5062,0.33,0.76,0.515,0.1109,24
2015-08-06,2015,8,Centenario,NO2,19.619,8.0,29.0,21.0,5.1815,21
2015-08-06,2015,8,Centenario,PM10,16.0,16.0,16.0,16.0,0.0,10
2015-08-06,2015,8,Córdoba,CO,0.5412,0.46,0.7,0.505,0.0719,24
2015-08-06,2015,8,Córdoba,NO2,28.2083,6.0,36.0,31.0,8.081,24
2015-08-06,2015,8,Córdoba,PM10,18.125,15.0,22.0,17.0,2.8332,24
2015-08-06,2015,8,La Boca,CO,0.2444,0.23,0.28,0.23,0.0201,9
2015-08-06,2015,8,La Boca,NO2,14.2857,11.0,17.0,15.0,2.2887,7
2015-08-06,2015,8,La Boca,PM10,11.6154,11.0,12.0,12.0,0.5064,13
2015-08-07,2015,8,Centenario,CO,0.6792,0.5,0.84,0.67,0.0977,24
2015-08-07,2015,8,Centenario,NO2,18.0833,12.0,29.0,17.0,4.5865,24
2015-08-07,2015,8,Centenario,PM10,17.5,17.0,18.0,17.5,0.5477,6
2015-08-07,2015,8,Córdoba,CO,1.0508,0.72,1.46,1.09,0.2979,13
2015-08-07,2015,8,Córdoba,NO2,39.25,18.0,46.0,40.5,6.1698,16
2015-08-07,2015,8,Córdoba,PM10,18.7778,15.0,21.0,19.0,1.9861,9
2015-08-08,2015,8,Centenario,CO,0.5079,0.25,0.83,0.475,0.2201,24
2015-08-08,2015,8,Centenario,NO2,16.9583,8.0,25.0,17.5,5.2293,24
2015-08-08,2015,8,Centenario,PM10,17.625,15.0,22.0,18.0,1.8839,24
2015-08-08,2015,8,Córdoba,CO,0.5788,0.25,1.14,0.505,0.3189,24
2015-08-08,2015,8,Córdoba,NO2,32.4583,25.0,43.0,30.5,6.0071,24
2015-08-08,2015,8,Córdoba,PM10,22.8667,17.0,33.0,21.0,5.9745,15
2015-08-09,2015,8,Centenario,CO,0.8442,0.56,1.25,0.755,0.2401,24
2015-08-09,2015,8,Centenario,NO2,16.375,10.0,26.0,16.5,4.372,24
2015-08-09,2015,8,Centenario,PM10,30.75,23.0,37.0,30.5,4.4453,24
2015-08-09,2015,8,Córdoba,CO,0.8883,0.4,1.42,0.85,0.3276,24
2015-08-09,2015,8,Córdoba,NO2,32.7083,11.0,43.0,34.0,7.7036,24
2015-08-09,2015,8,Córdoba,PM10,44.4167,33.0,54.0,44.0,6.9777,24
2015-08-10,2015,8,Centenario,CO,0.6139,0.45,0.91,0.58,0.1409,18
2015-08-10,2015,8,Centenario,NO2,20.5714,6.0,29.0,23.0,6.9683,21
2015-08-10,2015,8,Centenario,PM10,23.4286,22.0,25.0,23.0,0.9759,7
2015-08-10,2015,8,Córdoba,CO,0.6833,0.24,1.1,0.665,0.3192,24
2015-08-10,2015,8,Córdoba,NO2,40.75,15.0,54.0,48.0,14.2684,24
2015-08-10,2015,8,Córdoba,PM10,17.75,10.0,34.0,14.5,7.64,24
2015-08-11,2015,8,Centenario,CO,0.6108,0.44,0.94,0.55,0.1671,24
2015-08-11,2015,8,Centenario,NO2,22.2083,15.0,27.0,23.0,3.526,24
2015-08-11,2015,8,Centenario,PM10,16.3125,15.0,18.0,16.0,0.7042,16
2015-08-11,2015,8,Córdoba,CO,0.7012,0.45,1.01,0.73,0.1554,24
2015-08-11,2015,8,Córdoba,NO2,45.125,34.0,55.0,45.0,5.0244,24
2015-08-11,2015,8,Córdoba,PM10,20.2917,18.0,21.0,20.5,0.8587,24
2015-08-11,2015,8,La Boca,CO,0.2943,0.29,0.3,0.29,0.0053,7
2015-08-11,2015,8,La Boca,NO2,13.8571,12.0,17.0,14.0,1.5119,14
2015-08-12,2015,8,Centenario,CO,0.4253,0.35,0.51,0.41,0.0491,19
2015-08-12,2015,8,Centenario,NO2,17.1053,11.0,22.0,18.0,3.5417,19
2015-08-12,2015,8,Centenario,PM10,14.0,13.0,15.0,14.0,0.8847,24
2015-08-12,2015,8,Córdoba,CO,0.7079,0.38,0.96,0.745,0.1971,24
2015-08-12,2015,8,Córdoba,NO2,45.9583,30.0,58.0,48.0,7.6014,24
2015-08-12,2015,8,Córdoba,PM10,22.5833,18.0,27.0,22.5,3.6703,24
2015-08-12,2015,8,La Boca,CO,0.1588,0.12,0.27,0.14,0.0383,24
2015-08-12,2015,8,La Boca,NO2,12.4167,8.0,19.0,12.0,2.7013,24
2015-08-12,2015,8,La Boca,PM10,9.7059,9.0,11.0,10.0,0.7717,17
