date,year,month,station,pollutant,daily_avg,daily_min,daily_max,daily_median,daily_std,records_count
2017-09-29,2017,9,Córdoba,NO2,20.1667,6.0,29.0,23.5,7.6253,24
2017-09-29,2017,9,Córdoba,PM10,18.375,17.0,21.0,18.0,1.3126,24
2017-09-29,2017,9,La Boca,CO,0.717,0.59,0.97,0.7,0.1164,23
2017-09-29,2017,9,La Boca,NO2,23.0952,6.0,32.0,25.0,7.7647,21
2017-09-29,2017,9,La Boca,PM10,22.0,21.0,23.0,22.0,0.8341,24
2017-09-30,2017,9,Centenario,CO,0.4721,0.35,0.67,0.445,0.0984,24
2017-09-30,2017,9,Centenario,NO2,14.3333,8.0,23.0,12.0,5.3865,24
2017-09-30,2017,9,Centenario,PM10,18.25,16.0,20.0,18.0,1.2247,24
2017-09-30,2017,9,Córdoba,CO,0.5979,0.25,1.67,0.455,0.4135,24
2017-09-30,2017,9,Córdoba,NO2,20.0417,9.0,31.0,18.5,7.0863,24
2017-09-30,2017,9,Córdoba,PM10,16.8333,16.0,18.0,16.0,0.9631,24
2017-09-30,2017,9,La Boca,PM10,22.2917,19.0,23.0,23.0,1.2676,24
2017-10-01,2017,10,Centenario,CO,0.4512,0.34,0.68,0.41,0.1095,24
2017-10-01,2017,10,Centenario,NO2,12.0417,6.0,16.0,13.0,2.6618,24
2017-10-01,2017,10,Centenario,PM10,14.7083,9.0,18.0,15.0,2.7738,24
2017-10-01,2017,10,Córdoba,CO,0.4896,0.29,0.79,0.455,0.1619,24
2017-10-01,2017,10,Córdoba,NO2,22.8333,15.0,33.0,23.5,4.4101,24
2017-10-01,2017,10,Córdoba,PM10,14.3333,11.0,17.0,15.0,1.711,24
2017-10-01,2017,10,La Boca,PM10,16.0,11.0,20.0,16.0,3.0928,24
2017-10-02,2017,10,Centenario,CO,0.5325,0.33,0.83,0.55,0.1517,24
2017-10-02,2017,10,Centenario,NO2,17.7917,6.0,26.0,18.5,5.5087,24
2017-10-02,2017,10,Centenario,PM10,10.375,7.0,17.0,10.0,2.8864,24
2017-10-02,2017,10,Córdoba,CO,0.4342,0.2,0.75,0.44,0.1522,24
2017-10-02,2017,10,Córdoba,NO2,29.9167,15.0,39.0,31.0,7.1318,24
2017-10-02,2017,10,Córdoba,PM10,12.0417,9.0,18.0,11.0,2.8511,24
2017-10-02,2017,10,La Boca,CO,0.8336,0.67,1.16,0.75,0.1792,11
2017-10-02,2017,10,La Boca,NO2,29.125,22.0,41.0,27.5,5.6672,16
2017-10-02,2017,10,La Boca,PM10,13.6667,8.0,24.0,13.0,4.4003,24
2017-10-03,2017,10,Centenario,CO,0.6129,0.4,0.93,0.6,0.1484,24
2017-10-03,2017,10,Centenario,NO2,19.25,10.0,30.0,18.5,5.5658,24
2017-10-03,2017,10,Centenario,PM10,21.5833,17.0,27.0,21.5,3.1473,24
2017-10-03,2017,10,Córdoba,CO,0.4321,0.22,0.63,0.45,0.1373,24
2017-10-03,2017,10,Córdoba,NO2,28.5,16.0,38.0,28.0,6.1855,24
2017-10-03,2017,10,Córdoba,PM10,21.0417,19.0,23.0,21.5,1.3667,24
2017-10-03,2017,10,La Boca,CO,0.8525,0.68,1.19,0.75,0.18,24
2017-10-03,2017,10,La Boca,NO2,29.0833,22.0,41.0,28.0,5.7779,24
2017-10-03,2017,10,La Boca,PM10,29.875,25.0,34.0,30.0,3.221,24
2017-10-04,2017,10,Centenario,CO,0.6096,0.38,0.98,0.575,0.1791,24
2017-10-04,2017,10,Centenario,NO2,20.4167,7.0,30.0,21.0,6.6523,24
2017-10-04,2017,10,Centenario,PM10,29.2917,26.0,33.0,29.5,2.4402,24
2017-10-04,2017,10,Córdoba,CO,0.3571,0.19,0.61,0.35,0.1237,24
2017-10-04,2017,10,Córdoba,NO2,21.4167,8.0,33.0,21.0,6.7174,24
2017-10-04,2017,10,Córdoba,PM10,25.7083,23.0,29.0,25.5,2.2161,24
2017-10-04,2017,10,La Boca,CO,0.8433,0.62,1.12,0.855,0.1468,24
2017-10-04,2017,10,La Boca,NO2,33.0417,15.0,49.0,31.0,10.0843,24
2017-10-04,2017,10,La Boca,PM10,44.8333,36.0,58.0,43.5,8.8449,24
2017-10-05,2017,10,Centenario,CO,0.6337,0.41,0.84,0.615,0.1384,24
2017-10-05,2017,10,Centenario,NO2,24.2917,7.0,40.0,26.5,9.5666,24
2017-10-05,2017,10,Centenario,PM10,36.75,30.0,41.0,39.0,3.5047,24
2017-10-05,2017,10,Córdoba,CO,0.7547,0.29,1.48,0.42,0.5378,17
2017-10-05,2017,10,Córdoba,NO2,37.9545,8.0,67.0,42.5,17.9642,22
2017-10-05,2017,10,Córdoba,PM10,35.5833,27.0,43.0,37.5,5.571,24
2017-10-05,2017,10,La Boca,CO,0.8217,0.61,1.18,0.8,0.1318,24
2017-10-05,2017,10,La Boca,NO2,35.7083,19.0,72.0,34.0,11.5098,24
2017-10-05,2017,10,La Boca,PM10,56.5,46.0,64.0,58.0,6.297,24
2017-10-06,2017,10,Centenario,CO,0.6471,0.42,0.98,0.61,0.1922,24
2017-10-06,2017,10,Centenario,NO2,21.0417,13.0,32.0,20.0,5.6452,24
2017-10-06,2017,10,Centenario,PM10,38.4167,33.0,43.0,37.5,3.7754,24
2017-10-06,2017,10,Córdoba,CO,0.5358,0.28,1.42,0.405,0.321,24
2017-10-06,2017,10,Córdoba,NO2,32.25,19.0,43.0,33.5,7.1155,24
2017-10-06,2017,10,Córdoba,PM10,39.125,33.0,45.0,38.0,4.7851,24
2017-10-06,2017,10,La Boca,CO,0.6962,0.28,1.3,0.62,0.3976,24
2017-10-06,2017,10,La Boca,NO2,28.875,17.0,45.0,31.0,7.7365,24
2017-10-06,2017,10,La Boca,PM10,48.7083,42.0,51.0,48.0,2.255,24
2017-10-07,2017,10,Centenario,CO,0.3846,0.29,0.47,0.39,0.0556,24
2017-10-07,2017,10,Centenario,NO2,10.1667,5.0,18.0,9.0,3.6435,24
2017-10-07,2017,10,Centenario,PM10,27.125,22.0,32.0,27.0,3.1803,24
2017-10-07,2017,10,Córdoba,CO,0.2604,0.19,0.42,0.24,0.0628,24
2017-10-07,2017,10,Córdoba,NO2,16.8333,10.0,26.0,17.0,4.1459,24
2017-10-07,2017,10,Córdoba,PM10,27.9167,22.0,32.0,29.0,3.1885,24
2017-10-07,2017,10,La Boca,CO,0.6138,0.38,0.73,0.645,0.098,24
2017-10-07,2017,10,La Boca,NO2,24.7917,12.0,32.0,25.0,4.9693,24
2017-10-07,2017,10,La Boca,PM10,31.6667,28.0,39.0,30.0,3.4473,24
2017-10-08,2017,10,Centenario,CO,0.4146,0.31,0.61,0.395,0.0906,24
2017-10-08,2017,10,Centenario,NO2,12.0,5.0,22.0,10.5,5.3892,24
2017-10-08,2017,10,Centenario,PM10,22.625,21.0,26.0,22.0,1.4982,24
2017-10-08,2017,10,Córdoba,CO,0.3375,0.15,0.86,0.25,0.2236,24
2017-10-08,2017,10,Córdoba,NO2,17.9583,7.0,36.0,12.5,10.3398,24
2017-10-08,2017,10,Córdoba,PM10,22.0833,20.0,27.0,22.0,1.9542,24
2017-10-08,2017,10,La Boca,CO,0.6892,0.61,0.86,0.665,0.08,24
2017-10-08,2017,10,La Boca,NO2,18.1667,7.0,36.0,14.5,9.2486,24
2017-10-08,2017,10,La Boca,PM10,27.4583,26.0,31.0,27.0,1.5317,24
2017-10-09,2017,10,Centenario,CO,0.495,0.42,0.62,0.465,0.0641,24
2017-10-09,2017,10,Centenario,NO2,14.9524,5.0,24.0,16.0,5.7051,21
2017-10-09,2017,10,Centenario,PM10,30.5417,25.0,37.0,30.0,4.6809,24
2017-10-09,2017,10,Córdoba,CO,0.5075,0.33,0.84,0.465,0.1446,24
2017-10-09,2017,10,Córdoba,NO2,26.75,11.0,42.0,27.5,8.8428,24
2017-10-09,2017,10,Córdoba,PM10,31.375,27.0,37.0,31.0,3.4743,24
2017-10-09,2017,10,La Boca,CO,0.5525,0.28,0.86,0.635,0.211,24
2017-10-09,2017,10,La Boca,NO2,22.0417,7.0,45.0,22.0,8.9951,24
2017-10-09,2017,10,La Boca,PM10,39.2917,31.0,48.0,37.0,7.9808,24
2017-10-10,2017,10,Centenario,CO,0.3921,0.29,0.46,0.4,0.0572,24
2017-10-10,2017,10,Centenario,NO2,13.3333,5.0,26.0,11.5,6.7609,24
2017-10-10,2017,10,Centenario,PM10,27.375,18.0,32.0,27.0,3.3468,24
2017-10-10,2017,10,Córdoba,CO,0.43,0.19,0.73,0.455,0.2011,24
2017-10-10,2017,10,Córdoba,NO2,22.6667,11.0,43.0,19.5,9.6983,24
2017-10-10,2017,10,Córdoba,PM10,27.7917,22.0,32.0,27.5,3.0642,24
2017-10-10,2017,10,La Boca,CO,0.5875,0.38,0.65,0.63,0.0781,24
2017-10-10,2017,10,La Boca,NO2,26.5417,19.0,36.0,25.0,4.8632,24
2017-10-10,2017,10,La Boca,PM10,30.125,22.0,39.0,28.5,4.9106,24
2017-10-11,2017,10,Centenario,CO,0.3412,0.24,0.41,0.345,0.0463,24
2017-10-11,2017,10,Centenario,NO2,13.8333,4.0,26.0,14.0,5.7079,24
2017-10-11,2017,10,Centenario,PM10,17.5,16.0,19.0,18.0,1.1034,24
2017-10-11,2017,10,Córdoba,CO,0.42,0.2,0.57,0.445,0.1224,24
2017-10-11,2017,10,Córdoba,NO2,22.3333,9.0,42.0,23.5,8.0362,24
2017-10-11,2017,10,Córdoba,PM10,19.5417,19.0,21.0,19.0,0.7211,24
2017-10-11,2017,10,La Boca,CO,0.6671,0.55,0.74,0.7,0.0662,24
2017-10-11,2017,10,La Boca,NO2,24.125,16.0,32.0,25.0,4.2765,24
2017-10-11,2017,10,La Boca,PM10,20.0833,18.0,22.0,20.0,1.316,24
2017-10-12,2017,10,Centenario,CO,0.3662,0.24,0.45,0.39,0.0789,24
2017-10-12,2017,10,Centenario,NO2,14.7917,7.0,20.0,15.5,4.0323,24
2017-10-12,2017,10,Centenario,PM10,16.625,14.0,20.0,16.0,2.4103,24
2017-10-12,2017,10,Córdoba,CO,0.6125,0.24,1.21,0.505,0.3424,24
2017-10-12,2017,10,Córdoba,NO2,30.0,10.0,51.0,32.0,10.4424,24
2017-10-12,2017,10,Córdoba,PM10,21.5417,21.0,23.0,21.0,0.7211,24
2017-10-12,2017,10,La Boca,CO,0.5694,0.42,0.66,0.6,0.0845,18
2017-10-12,2017,10,La Boca,NO2,24.4091,15.0,36.0,22.5,6.1849,22
2017-10-12,2017,10,La Boca,PM10,21.4583,17.0,25.0,22.5,2.6372,24
2017-10-13,2017,10,Centenario,CO,0.4438,0.3,0.61,0.47,0.0825,24
2017-10-13,2017,10,Centenario,NO2,17.2083,6.0,26.0,17.5,5.6259,24
2017-10-13,2017,10,Centenario,PM10,16.375,14.0,20.0,16.5,1.974,24
2017-10-13,2017,10,Córdoba,CO,0.5238,0.2,1.15,0.54,0.2299,24
2017-10-13,2017,10,Córdoba,NO2,34.3333,17.0,54.0,37.5,9.049,24
2017-10-13,2017,10,Córdoba,PM10,24.0,21.0,28.0,25.0,2.3406,24
2017-10-13,2017,10,La Boca,CO,0.3838,0.33,0.44,0.39,0.0319,24
2017-10-13,2017,10,La Boca,NO2,19.25,10.0,32.0,18.0,6.3742,24
2017-10-13,2017,10,La Boca,PM10,23.4167,18.0,26.0,24.0,2.4833,24
2017-10-14,2017,10,Centenario,CO,0.6671,0.36,1.07,0.595,0.2511,24
2017-10-14,2017,10,Centenario,NO2,21.875,13.0,33.0,24.0,6.7715,24
2017-10-14,2017,10,Centenario,PM10,28.0833,20.0,33.0,28.0,3.1056,24
2017-10-14,2017,10,Córdoba,CO,0.4433,0.21,0.72,0.36,0.1978,24
2017-10-14,2017,10,Córdoba,NO2,30.2917,19.0,44.0,31.0,8.254,24
2017-10-14,2017,10,Córdoba,PM10,29.9167,26.0,33.0,30.0,2.1042,24
2017-10-14,2017,10,La Boca,CO,0.5767,0.33,0.91,0.525,0.2087,24
2017-10-14,2017,10,La Boca,NO2,28.375,19.0,37.0,31.0,6.6386,24
2017-10-14,2017,10,La Boca,PM10,34.6667,25.0,40.0,34.5,4.0072,24
2017-10-15,2017,10,Centenario,CO,0.5046,0.36,0.66,0.495,0.1032,24
2017-10-15,2017,10,Centenario,NO2,19.1667,8.0,28.0,20.5,7.0505,24
2017-10-15,2017,10,Centenario,PM10,25.3333,19.0,32.0,26.0,3.2123,24
2017-10-15,2017,10,Córdoba,CO,0.3733,0.23,0.51,0.38,0.0913,24
2017-10-15,2017,10,Córdoba,NO2,27.8333,9.0,41.0,29.5,10.0506,24
2017-10-15,2017,10,Córdoba,PM10,20.625,17.0,24.0,21.0,2.0812,24
2017-10-15,2017,10,La Boca,CO,0.625,0.6,0.65,0.625,0.0354,2
2017-10-15,2017,10,La Boca,PM10,29.9167,23.0,37.0,30.5,3.6106,24
2017-10-16,2017,10,Centenario,CO,0.4017,0.31,0.6,0.36,0.0944,24
2017-10-16,2017,10,Centenario,NO2,13.625,5.0,34.0,10.0,8.7963,24
2017-10-16,2017,10,Centenario,PM10,14.9167,13.0,19.0,14.0,2.0412,24
2017-10-16,2017,10,Córdoba,CO,0.3512,0.19,0.57,0.285,0.133,24
2017-10-16,2017,10,Córdoba,NO2,23.3333,9.0,49.0,20.5,12.5583,24
2017-10-16,2017,10,Córdoba,PM10,14.4583,13.0,18.0,14.0,1.5598,24
2017-10-16,2017,10,La Boca,PM10,16.8333,15.0,22.0,16.0,2.1602,24
2017-10-17,2017,10,Centenario,CO,0.635,0.4,0.82,0.66,0.1206,24
2017-10-17,2017,10,Centenario,NO2,18.0417,6.0,27.0,19.0,6.4705,24
2017-10-17,2017,10,Centenario,PM10,19.375,15.0,23.0,20.5,3.0476,24
2017-10-17,2017,10,Córdoba,CO,0.455,0.23,0.69,0.445,0.1322,24
2017-10-17,2017,10,Córdoba,NO2,25.125,8.0,50.0,28.0,10.9,24
2017-10-17,2017,10,Córdoba,PM10,21.625,16.0,27.0,22.5,4.5283,24
2017-10-17,2017,10,La Boca,CO,0.698,0.64,0.79,0.68,0.0623,10
2017-10-17,2017,10,La Boca,NO2,23.7333,14.0,30.0,25.0,5.3381,15
2017-10-17,2017,10,La Boca,PM10,23.5,16.0,31.0,24.0,5.3487,24
2017-10-18,2017,10,Centenario,CO,0.6283,0.51,0.84,0.605,0.0988,24
2017-10-18,2017,10,Centenario,NO2,17.75,8.0,25.0,18.0,5.0584,24
2017-10-18,2017,10,Centenario,PM10,18.1667,14.0,22.0,17.0,2.6649,24
2017-10-18,2017,10,Córdoba,CO,0.5171,0.31,0.89,0.39,0.2173,17
2017-10-18,2017,10,Córdoba,NO2,27.4286,13.0,38.0,28.0,6.2094,21
2017-10-18,2017,10,Córdoba,PM10,19.7917,16.0,24.0,19.0,2.9924,24
2017-10-18,2017,10,La Boca,CO,0.6179,0.54,0.8,0.595,0.0798,24
2017-10-18,2017,10,La Boca,NO2,19.7083,12.0,28.0,20.0,3.6413,24
2017-10-18,2017,10,La Boca,PM10,29.7083,25.0,33.0,29.0,2.6289,24
2017-10-19,2017,10,Centenario,CO,0.44,0.35,0.58,0.435,0.0632,24
2017-10-19,2017,10,Centenario,NO2,15.5833,3.0,32.0,14.0,7.8348,24
2017-10-19,2017,10,Centenario,PM10,15.8333,13.0,19.0,16.0,1.9708,24
2017-10-19,2017,10,Córdoba,CO,0.7279,0.64,0.81,0.75,0.058,24
2017-10-19,2017,10,Córdoba,NO2,28.375,9.0,43.0,30.0,9.6766,24
2017-10-19,2017,10,Córdoba,PM10,19.7083,16.0,24.0,19.5,2.5105,24
2017-10-19,2017,10,La Boca,CO,0.3296,0.25,0.56,0.305,0.0833,24
2017-10-19,2017,10,La Boca,NO2,17.3333,10.0,30.0,14.0,7.3701,24
2017-10-19,2017,10,La Boca,PM10,21.3333,19.0,25.0,21.0,1.1672,24
2017-10-20,2017,10,Centenario,CO,0.4846,0.32,0.72,0.48,0.1215,24
2017-10-20,2017,10,Centenario,NO2,14.4091,4.0,28.0,13.0,6.3069,22
2017-10-20,2017,10,Centenario,PM10,19.5417,18.0,24.0,19.5,1.5598,24
2017-10-20,2017,10,Córdoba,CO,0.5104,0.33,0.87,0.46,0.1705,24
2017-10-20,2017,10,Córdoba,NO2,18.2083,6.0,41.0,13.0,10.8266,24
2017-10-20,2017,10,Córdoba,PM10,22.5833,20.0,25.0,23.0,1.9763,24
2017-10-20,2017,10,La Boca,CO,0.4142,0.31,0.55,0.415,0.0758,24
2017-10-20,2017,10,La Boca,NO2,17.2083,9.0,27.0,17.5,4.8542,24
2017-10-20,2017,10,La Boca,PM10,25.2083,21.0,28.0,26.5,2.6206,24
2017-10-21,2017,10,Centenario,CO,0.4933,0.41,0.72,0.455,0.1014,24
2017-10-21,2017,10,Centenario,NO2,8.5833,4.0,17.0,7.0,3.5743,24
2017-10-21,2017,10,Centenario,PM10,18.4167,17.0,19.0,18.0,0.5836,24
2017-10-21,2017,10,Córdoba,CO,0.8462,0.78,0.93,0.83,0.0432,24
2017-10-21,2017,10,Córdoba,NO2,23.4583,17.0,29.0,23.5,3.3748,24
2017-10-21,2017,10,Córdoba,PM10,21.625,20.0,23.0,22.0,0.8242,24
2017-10-21,2017,10,La Boca,CO,0.5367,0.53,0.54,0.54,0.0058,3
2017-10-21,2017,10,La Boca,NO2,23.0,23.0,23.0,23.0,0.0,1
2017-10-21,2017,10,La Boca,PM10,27.7917,24.0,32.0,28.0,2.5704,24
2017-10-22,2017,10,Centenario,CO,0.4125,0.32,0.49,0.42,0.0636,24
2017-10-22,2017,10,Centenario,NO2,7.1667,4.0,16.0,5.5,3.8972,24
2017-10-22,2017,10,Centenario,PM10,14.2917,13.0,17.0,14.0,1.2329,24
2017-10-22,2017,10,Córdoba,CO,0.4508,0.28,0.82,0.42,0.1578,24
2017-10-22,2017,10,Córdoba,NO2,16.6667,11.0,26.0,15.0,4.7058,24
2017-10-22,2017,10,Córdoba,PM10,17.7917,15.0,22.0,17.0,2.2454,24
2017-10-22,2017,10,La Boca,PM10,23.7917,13.0,31.0,26.5,5.9998,24
2017-10-23,2017,10,Centenario,CO,0.4554,0.36,0.62,0.45,0.0743,24
2017-10-23,2017,10,Centenario,NO2,14.375,4.0,29.0,12.0,7.5689,24
2017-10-23,2017,10,Centenario,PM10,14.3333,13.0,15.0,14.0,0.5647,24
2017-10-23,2017,10,Córdoba,CO,0.4846,0.32,0.78,0.425,0.1551,24
2017-10-23,2017,10,Córdoba,NO2,21.5417,8.0,40.0,19.0,10.2575,24
2017-10-23,2017,10,Córdoba,PM10,15.7083,15.0,17.0,16.0,0.55,24
2017-10-23,2017,10,La Boca,CO,0.4333,0.36,0.5,0.44,0.0515,9
2017-10-23,2017,10,La Boca,NO2,21.6429,16.0,30.0,21.0,4.9241,14
2017-10-23,2017,10,La Boca,PM10,17.7917,14.0,22.0,18.0,2.6372,24
2017-10-24,2017,10,Centenario,CO,0.46,0.35,0.61,0.455,0.0638,24
2017-10-24,2017,10,Centenario,NO2,16.2727,6.0,26.0,15.0,6.2349,22
2017-10-24,2017,10,Centenario,PM10,14.9167,14.0,15.0,15.0,0.2823,24
2017-10-24,2017,10,Córdoba,CO,0.6121,0.42,0.87,0.6,0.1423,24
2017-10-24,2017,10,Córdoba,NO2,18.5417,7.0,36.0,18.0,8.6927,24
2017-10-24,2017,10,Córdoba,PM10,15.7917,15.0,16.0,16.0,0.4149,24
2017-10-24,2017,10,La Boca,CO,0.4479,0.4,0.5,0.45,0.0298,24
2017-10-24,2017,10,La Boca,NO2,19.625,15.0,27.0,19.0,3.5608,24
2017-10-24,2017,10,La Boca,PM10,23.1667,22.0,25.0,23.0,0.7614,24
2017-10-25,2017,10,Centenario,CO,0.4846,0.41,0.61,0.485,0.0536,24
2017-10-25,2017,10,Centenario,NO2,20.8333,10.0,31.0,19.5,6.1902,24
2017-10-25,2017,10,Centenario,PM10,16.25,14.0,21.0,16.0,2.2698,24
2017-10-25,2017,10,Córdoba,CO,0.7446,0.42,1.03,0.785,0.2231,24
2017-10-25,2017,10,Córdoba,NO2,28.6364,11.0,41.0,33.5,9.8973,22
2017-10-25,2017,10,Córdoba,PM10,19.0417,16.0,23.0,18.5,2.6618,24
2017-10-25,2017,10,La Boca,CO,0.4846,0.42,0.53,0.49,0.0308,24
2017-10-25,2017,10,La Boca,NO2,19.875,13.0,28.0,18.0,4.8213,24
2017-10-25,2017,10,La Boca,PM10,27.0833,24.0,31.0,27.0,2.9328,24
2017-10-26,2017,10,Centenario,CO,0.4862,0.42,0.61,0.485,0.0539,24
2017-10-26,2017,10,Centenario,NO2,18.75,12.0,27.0,17.5,4.078,24
2017-10-26,2017,10,Centenario,PM10,24.2083,21.0,26.0,25.0,1.6413,24
2017-10-26,2017,10,Córdoba,CO,0.73,0.56,0.83,0.77,0.0929,24
2017-10-26,2017,10,Córdoba,NO2,26.2917,13.0,44.0,25.0,7.4861,24
2017-10-26,2017,10,Córdoba,PM10,26.75,23.0,28.0,27.0,1.327,24
2017-10-26,2017,10,La Boca,CO,0.4688,0.39,0.53,0.46,0.0441,24
2017-10-26,2017,10,La Boca,NO2,20.2083,16.0,27.0,19.0,3.1894,24
2017-10-26,2017,10,La Boca,PM10,34.5,31.0,39.0,34.0,2.5707,24
2017-10-27,2017,10,Centenario,CO,0.4967,0.36,0.62,0.515,0.0867,24
2017-10-27,2017,10,Centenario,NO2,13.2083,4.0,20.0,14.0,4.3637,24
2017-10-27,2017,10,Centenario,PM10,19.8333,16.0,24.0,19.0,2.8387,24
2017-10-27,2017,10,Córdoba,CO,0.75,0.48,0.95,0.78,0.165,24
2017-10-27,2017,10,Córdoba,NO2,29.5217,13.0,42.0,32.0,8.8105,23
2017-10-27,2017,10,Córdoba,PM10,26.9167,26.0,30.0,27.0,1.018,24
2017-10-27,2017,10,La Boca,CO,0.4121,0.34,0.47,0.415,0.0433,24
2017-10-27,2017,10,La Boca,NO2,16.4545,10.0,23.0,16.5,4.6366,22
2017-10-27,2017,10,La Boca,PM10,27.6667,17.0,37.0,29.5,7.7777,24
2017-10-28,2017,10,Centenario,CO,0.4408,0.4,0.5,0.435,0.0284,24
2017-10-28,2017,10,Centenario,NO2,12.625,8.0,18.0,13.0,3.2007,24
2017-10-28,2017,10,Centenario,PM10,24.5,19.0,28.0,25.5,3.176,24
2017-10-28,2017,10,Córdoba,CO,0.6067,0.44,0.78,0.635,0.1097,24
2017-10-28,2017,10,Córdoba,NO2,20.7083,11.0,33.0,20.0,6.6821,24
2017-10-28,2017,10,Córdoba,PM10,33.7083,31.0,35.0,34.0,1.3015,24
2017-10-28,2017,10,La Boca,CO,0.3904,0.35,0.41,0.4,0.019,24
2017-10-28,2017,10,La Boca,NO2,17.5833,13.0,22.0,17.0,3.006,24
2017-10-28,2017,10,La Boca,PM10,25.75,19.0,32.0,25.5,4.9189,24
2017-10-29,2017,10,Centenario,CO,0.4667,0.4,0.56,0.455,0.0562,24
2017-10-29,2017,10,Centenario,NO2,10.625,6.0,21.0,9.5,4.7714,24
2017-10-29,2017,10,Centenario,PM10,19.7917,15.0,27.0,19.0,4.1176,24
2017-10-29,2017,10,Córdoba,CO,0.4471,0.36,0.59,0.435,0.0768,24
2017-10-29,2017,10,Córdoba,NO2,14.7917,6.0,28.0,15.0,6.6462,24
2017-10-29,2017,10,Córdoba,PM10,22.0833,14.0,31.0,21.5,5.7174,24
2017-10-29,2017,10,La Boca,CO,0.3858,0.34,0.46,0.375,0.0383,24
2017-10-29,2017,10,La Boca,NO2,19.2083,12.0,67.0,14.5,12.0216,24
2017-10-29,2017,10,La Boca,PM10,26.2917,23.0,31.0,25.5,2.9411,24
2017-10-30,2017,10,Centenario,CO,0.5079,0.42,0.57,0.52,0.0517,24
2017-10-30,2017,10,Centenario,NO2,18.0417,9.0,23.0,18.0,3.5199,24
2017-10-30,2017,10,Centenario,PM10,15.75,13.0,19.0,15.5,2.3266,24
2017-10-30,2017,10,Córdoba,CO,0.7933,0.57,1.04,0.78,0.1615,24
2017-10-30,2017,10,Córdoba,NO2,29.75,22.0,38.0,31.0,4.3464,24
2017-10-30,2017,10,Córdoba,PM10,16.125,12.0,22.0,15.5,3.6868,24
2017-10-30,2017,10,La Boca,CO,0.3329,0.19,0.47,0.365,0.0953,24
2017-10-30,2017,10,La Boca,NO2,22.5833,14.0,31.0,22.5,5.5476,24
2017-10-30,2017,10,La Boca,PM10,21.1667,18.0,23.0,22.0,1.3726,24
2017-10-31,2017,10,Centenario,CO,0.5696,0.45,0.66,0.575,0.0656,24
2017-10-31,2017,10,Centenario,NO2,22.9167,18.0,32.0,22.5,4.3531,24
2017-10-31,2017,10,Centenario,PM10,24.75,20.0,27.0,26.0,1.9167,24
2017-10-31,2017,10,Córdoba,CO,0.6458,0.55,0.76,0.645,0.0629,24
2017-10-31,2017,10,Córdoba,NO2,32.5417,25.0,42.0,32.0,4.8092,24
2017-10-31,2017,10,Córdoba,PM10,25.4583,23.0,27.0,26.0,0.8836,24
2017-10-31,2017,10,La Boca,CO,0.4371,0.32,0.56,0.42,0.0796,24
2017-10-31,2017,10,La Boca,NO2,49.1667,29.0,66.0,52.0,10.2815,24
2017-10-31,2017,10,La Boca,PM10,26.9583,20.0,33.0,28.0,4.2578,24
2017-11-01,2017,11,Centenario,CO,0.4971,0.39,0.57,0.515,0.0592,24
2017-11-01,2017,11,Centenario,NO2,16.6667,6.0,25.0,18.0,5.4904,24
2017-11-01,2017,11,Centenario,PM10,20.3333,18.0,25.0,19.0,2.4257,24
2017-11-01,2017,11,Córdoba,CO,0.6883,0.48,0.96,0.595,0.1841,24
2017-11-01,2017,11,Córdoba,NO2,23.0,12.0,34.0,25.0,7.1247,22
2017-11-01,2017,11,Córdoba,PM10,23.3333,21.0,26.0,23.0,1.4346,24
2017-11-01,2017,11,La Boca,CO,0.4517,0.38,0.51,0.465,0.0425,24
2017-11-01,2017,11,La Boca,NO2,28.375,15.0,49.0,27.5,9.7927,24
2017-11-01,2017,11,La Boca,PM10,29.0,27.0,31.0,29.0,1.5604,24
2017-11-02,2017,11,Centenario,CO,0.5604,0.34,0.98,0.515,0.1855,24
2017-11-02,2017,11,Centenario,NO2,19.2917,6.0,34.0,18.5,9.63,24
2017-11-02,2017,11,Centenario,PM10,18.0,16.0,20.0,19.0,1.3831,24
2017-11-02,2017,11,Córdoba,CO,0.4488,0.28,0.76,0.41,0.1399,24
2017-11-02,2017,11,Córdoba,NO2,23.25,5.0,45.0,21.5,12.7969,24
2017-11-02,2017,11,Córdoba,PM10,19.4583,18.0,21.0,20.0,0.9771,24
2017-11-02,2017,11,La Boca,CO,0.5488,0.37,0.91,0.49,0.1733,24
2017-11-02,2017,11,La Boca,NO2,26.375,9.0,42.0,28.5,11.0564,24
2017-11-02,2017,11,La Boca,PM10,27.0833,25.0,30.0,27.0,1.2129,24
2017-11-03,2017,11,Centenario,CO,0.6767,0.55,1.0,0.63,0.1368,24
2017-11-03,2017,11,Centenario,NO2,17.9167,7.0,27.0,19.0,4.1902,24
2017-11-03,2017,11,Centenario,PM10,20.125,18.0,23.0,20.0,1.702,24
2017-11-03,2017,11,Córdoba,CO,0.7983,0.65,0.95,0.8,0.1154,24
2017-11-03,2017,11,Córdoba,NO2,28.7917,12.0,38.0,29.5,5.9926,24
2017-11-03,2017,11,Córdoba,PM10,22.0833,19.0,26.0,21.0,2.0624,24
2017-11-03,2017,11,La Boca,CO,1.0375,0.87,1.17,1.065,0.1021,24
2017-11-03,2017,11,La Boca,NO2,26.8261,11.0,45.0,27.0,8.6374,23
2017-11-03,2017,11,La Boca,PM10,24.5417,17.0,30.0,24.0,4.2934,24
2017-11-04,2017,11,Centenario,CO,0.4904,0.4,0.58,0.49,0.0603,24
